Data,Zatrzymani na gorącym uczynku,Zatrzymani poszukiwani,Zatrzymani nietrzeźwi kierujący,Wypadki drogowe,Zabici w wypadkach,Ranni w wypadkach,Sun,Moon,Mercury,Mercury speed,Mars,Mars speed,Uran,Uran speed,MoonSun distance,MercuryMars distance,SunMars distance,SunUran distance
19.05.2015,600,257,176,86,5,97,58.12,74.23,73.14,-0.03,65.15,0.7,18.76,0.05,16.11,8.0,-7.02,39.37
18.05.2015,559,230,194,81,7,103,57.16,60.32,73.13,0.05,64.44,0.7,18.71,0.05,3.16,8.69,-7.28,38.45
17.05.2015,679,151,314,72,7,91,56.2,46.14,73.04,0.13,63.74,0.7,18.66,0.05,-10.05,9.3,-7.54,37.53
16.05.2015,681,155,321,93,5,101,55.23,31.78,72.86,0.22,63.04,0.7,18.61,0.05,-23.45,9.82,-7.8,36.62
15.05.2015,532,255,202,103,10,125,54.27,17.33,72.6,0.3,62.33,0.7,18.57,0.05,-36.94,10.27,-8.07,35.7
14.05.2015,568,276,197,100,5,118,53.3,2.87,72.26,0.38,61.63,0.71,18.52,0.05,-50.43,10.63,-8.33,34.79
13.05.2015,651,237,250,94,4,102,52.34,348.48,71.84,0.47,60.92,0.71,18.47,0.05,-63.86,10.91,-8.58,33.87
12.05.2015,598,214,231,104,2,118,51.37,334.2,71.33,0.55,60.22,0.71,18.42,0.05,-77.17,11.11,-8.84,32.95
11.05.2015,632,237,283,78,6,79,50.41,320.08,70.74,0.63,59.51,0.71,18.37,0.05,-90.33,11.23,-9.1,32.04
10.05.2015,821,226,403,85,4,121,49.44,306.12,70.06,0.71,58.8,0.71,18.32,0.05,-103.32,11.26,-9.36,31.12
09.05.2015,658,139,316,85,7,99,48.47,292.36,69.31,0.79,58.09,0.71,18.27,0.05,-116.12,11.22,-9.62,30.21
08.05.2015,667,237,285,103,10,113,47.51,278.78,68.48,0.87,57.38,0.71,18.21,0.05,-128.72,11.09,-9.88,29.29
07.05.2015,792,221,371,84,4,112,46.54,265.42,67.56,0.95,56.67,0.71,18.16,0.05,-141.12,10.89,-10.13,28.38
06.05.2015,499,266,168,88,5,109,45.57,252.27,66.57,1.03,55.96,0.71,18.11,0.05,-153.3,10.61,-10.39,27.46
05.05.2015,561,212,183,89,9,89,44.6,239.35,65.5,1.11,55.25,0.71,18.06,0.05,-165.25,10.25,-10.65,26.54
04.05.2015,648,191,276,84,12,97,43.63,226.67,64.35,1.18,54.54,0.71,18.01,0.05,-176.96,9.82,-10.9,25.63
03.05.2015,724,118,384,72,8,89,42.66,214.21,63.13,1.26,53.82,0.71,17.95,0.05,171.55,9.31,-11.16,24.71
02.05.2015,619,152,300,78,4,101,41.69,201.97,61.84,1.33,53.11,0.71,17.9,0.05,160.28,8.73,-11.41,23.79
01.05.2015,681,169,330,67,10,95,40.72,189.91,60.47,1.4,52.39,0.72,17.85,0.05,149.19,8.08,-11.67,22.88
30.04.2015,581,248,219,93,8,123,39.75,178.0,59.03,1.47,51.68,0.72,17.79,0.05,138.25,7.36,-11.92,21.96
29.04.2015,551,277,176,71,5,79,38.78,166.17,57.53,1.54,50.96,0.72,17.74,0.05,127.39,6.57,-12.18,21.04
28.04.2015,588,299,191,99,6,128,37.81,154.37,55.95,1.61,50.24,0.72,17.68,0.05,116.56,5.71,-12.43,20.13
27.04.2015,834,231,389,111,5,124,36.84,142.52,54.32,1.67,49.52,0.72,17.63,0.05,105.69,4.79,-12.69,19.21
26.04.2015,786,147,344,79,8,98,35.86,130.54,52.62,1.73,48.8,0.72,17.57,0.05,94.68,3.81,-12.94,18.29
25.04.2015,697,133,317,100,8,126,34.89,118.35,50.86,1.79,48.08,0.72,17.52,0.06,83.46,2.77,-13.19,17.37
24.04.2015,684,255,254,99,6,117,33.92,105.87,49.04,1.84,47.36,0.72,17.46,0.06,71.96,1.68,-13.44,16.45
23.04.2015,617,269,215,86,5,97,32.94,93.04,47.18,1.89,46.64,0.72,17.41,0.06,60.1,0.54,-13.7,15.53
22.04.2015,663,285,218,88,3,101,31.97,79.8,45.26,1.94,45.92,0.72,17.35,0.06,47.83,359.35,-13.95,14.61
21.04.2015,647,290,239,82,5,98,30.99,66.13,43.31,1.98,45.19,0.72,17.3,0.06,35.14,358.11,-14.2,13.69
16.04.2015,721,283,227,61,2,69,26.1,353.19,33.07,2.09,41.56,0.73,17.02,0.06,-32.91,351.52,-15.46,9.09
15.04.2015,695,274,223,57,8,70,25.12,338.41,30.98,2.1,40.83,0.73,16.96,0.06,-46.71,350.15,-15.71,8.16
14.04.2015,558,311,191,65,1,79,24.14,323.84,28.87,2.1,40.1,0.73,16.9,0.06,-60.3,348.77,-15.96,7.24
13.04.2015,703,262,268,84,5,100,23.16,309.53,26.77,2.1,39.37,0.73,16.84,0.06,-73.63,347.4,-16.21,6.32
12.04.2015,802,160,355,84,4,96,22.18,295.52,24.67,2.1,38.64,0.73,16.79,0.06,-86.66,346.03,-16.46,5.39
11.04.2015,851,162,401,95,7,118,21.2,281.84,22.57,2.09,37.91,0.73,16.73,0.06,-99.36,344.67,-16.71,4.47
10.04.2015,809,265,300,87,7,93,20.22,268.47,20.49,2.08,37.17,0.73,16.67,0.06,-111.75,343.32,-16.96,3.54
09.04.2015,664,262,223,73,8,84,19.24,255.39,18.42,2.06,36.44,0.73,16.62,0.06,-123.85,341.98,-17.21,2.62
08.04.2015,593,276,186,55,1,66,18.25,242.57,16.37,2.05,35.71,0.73,16.56,0.06,-135.68,340.66,-17.45,1.69
07.04.2015,722,263,301,44,3,50,17.27,229.98,14.33,2.03,34.97,0.74,16.5,0.06,-147.28,339.36,-17.7,0.77
06.04.2015,604,87,312,32,7,45,16.29,217.61,12.31,2.01,34.23,0.74,16.45,0.06,-158.68,338.08,-17.95,-0.16
05.04.2015,540,121,233,35,5,56,15.3,205.41,10.31,1.99,33.5,0.74,16.39,0.06,-169.89,336.81,-18.2,-1.09
04.04.2015,730,175,312,60,6,68,14.32,193.36,8.33,1.97,32.76,0.74,16.33,0.06,179.04,335.57,-18.44,-2.01
03.04.2015,711,324,261,90,5,122,13.33,181.42,6.38,1.94,32.02,0.74,16.27,0.06,168.09,334.36,-18.69,-2.94
02.04.2015,622,269,194,79,5,96,12.35,169.57,4.45,1.92,31.28,0.74,16.22,0.06,157.23,333.16,-18.94,-3.87
01.04.2015,585,234,170,96,15,117,11.36,157.77,2.53,1.9,30.54,0.74,16.16,0.06,146.41,331.99,-19.18,-4.8
31.03.2015,592,267,174,76,3,101,10.37,145.96,0.65,1.88,29.8,0.74,16.1,0.06,135.59,330.84,-19.43,-5.73
30.03.2015,590,221,223,90,9,107,9.38,134.1,358.78,1.85,29.06,0.74,16.05,0.06,124.71,329.72,-19.68,-6.66
29.03.2015,667,140,276,51,7,65,8.4,122.12,356.94,1.83,28.32,0.74,15.99,0.06,113.72,328.62,-19.92,-7.59
28.03.2015,649,168,289,73,8,85,7.45,110.46,355.19,1.81,27.6,0.74,15.93,0.06,103.01,327.59,-20.16,-8.49
27.03.2015,669,282,242,97,8,118,6.46,98.05,353.39,1.79,26.86,0.74,15.88,0.06,91.59,326.53,-20.4,-9.42
26.03.2015,736,303,235,79,7,89,5.47,85.31,351.61,1.77,26.11,0.75,15.82,0.06,79.84,325.5,-20.65,-10.35
25.03.2015,692,314,244,80,9,90,4.48,72.19,349.86,1.74,25.37,0.75,15.76,0.06,67.71,324.49,-20.89,-11.29
24.03.2015,697,298,226,69,7,76,3.49,58.64,348.12,1.72,24.62,0.75,15.71,0.06,55.15,323.5,-21.14,-12.22
23.03.2015,655,272,255,84,7,100,2.49,44.64,346.41,1.7,23.87,0.75,15.65,0.06,42.14,322.54,-21.38,-13.16
22.03.2015,685,139,287,37,3,50,1.5,30.2,344.72,1.68,23.13,0.75,15.6,0.06,28.7,321.59,-21.63,-14.1
21.03.2015,785,173,314,72,8,88,0.51,15.4,343.05,1.66,22.38,0.75,15.54,0.06,14.89,320.67,-21.87,-15.03
20.03.2015,749,293,239,79,6,93,359.51,0.34,341.4,1.64,21.63,0.75,15.49,0.06,0.82,319.77,-22.11,-15.97
19.03.2015,771,286,251,73,3,105,358.52,345.16,339.77,1.62,20.88,0.75,15.43,0.06,-13.36,318.9,-22.36,-16.91
18.03.2015,709,290,214,73,3,79,357.52,330.02,338.16,1.6,20.13,0.75,15.37,0.06,-27.5,318.04,-22.6,-17.85
17.03.2015,714,272,220,61,8,68,356.53,315.08,336.58,1.58,19.37,0.75,15.32,0.05,-41.44,317.21,-22.85,-18.79
16.03.2015,813,265,356,63,5,72,355.53,300.46,335.01,1.56,18.62,0.75,15.26,0.05,-55.07,316.39,-23.09,-19.73
15.03.2015,787,144,377,70,8,91,354.54,286.24,333.47,1.53,17.87,0.75,15.21,0.05,-68.3,315.6,-23.33,-20.68
14.03.2015,716,148,290,90,9,102,353.54,272.45,331.94,1.51,17.11,0.75,15.16,0.05,-81.09,314.83,-23.57,-21.62
13.03.2015,728,293,247,89,7,98,352.54,259.08,330.44,1.49,16.36,0.76,15.1,0.05,-93.46,314.08,-23.82,-22.56
12.03.2015,827,303,269,58,4,75,351.54,246.1,328.96,1.47,15.6,0.76,15.05,0.05,-105.45,313.36,-24.06,-23.51
11.03.2015,705,305,219,70,4,81,350.54,233.45,327.5,1.45,14.85,0.76,15.0,0.05,-117.1,312.66,-24.3,-24.45
10.03.2015,732,407,255,69,9,67,349.55,221.07,326.07,1.43,14.09,0.76,14.94,0.05,-128.47,311.98,-24.54,-25.4
09.03.2015,892,259,377,70,5,83,348.55,208.91,324.65,1.4,13.33,0.76,14.89,0.05,-139.64,311.32,-24.79,-26.34
08.03.2015,743,139,326,65,13,87,347.55,196.9,323.26,1.38,12.57,0.76,14.84,0.05,-150.64,310.69,-25.03,-27.29
07.03.2015,792,174,350,68,8,88,346.55,185.0,321.89,1.35,11.81,0.76,14.79,0.05,-161.54,310.08,-25.27,-28.24
06.03.2015,680,302,229,61,2,83,345.55,173.16,320.55,1.33,11.05,0.76,14.73,0.05,-172.38,309.5,-25.51,-29.19
05.03.2015,729,301,225,63,5,72,344.54,161.35,319.23,1.3,10.29,0.76,14.68,0.05,176.81,308.94,-25.75,-30.14
04.03.2015,676,271,194,80,6,90,343.54,149.53,317.94,1.28,9.53,0.76,14.63,0.05,165.98,308.41,-25.99,-31.09
03.03.2015,614,293,181,73,5,87,342.54,137.66,316.68,1.25,8.77,0.76,14.58,0.05,155.12,307.91,-26.23,-32.04
02.03.2015,582,236,226,86,12,97,341.54,125.72,315.45,1.22,8.01,0.76,14.53,0.05,144.19,307.44,-26.47,-32.99
01.03.2015,676,155,285,40,8,50,340.53,113.67,314.25,1.19,7.25,0.76,14.48,0.05,133.14,307.0,-26.71,-33.95
28.02.2015,795,186,355,62,4,75,339.53,101.46,313.08,1.15,6.48,0.76,14.43,0.05,121.93,306.6,-26.95,-34.9
27.02.2015,1017,341,448,64,7,65,338.53,89.05,311.94,1.12,5.72,0.76,14.38,0.05,110.52,306.22,-27.19,-35.86
26.02.2015,720,348,226,79,6,89,337.52,76.37,310.84,1.08,4.95,0.77,14.33,0.05,98.85,305.89,-27.43,-36.81
25.02.2015,656,301,213,59,5,63,336.51,63.36,309.78,1.04,4.19,0.77,14.29,0.05,86.85,305.6,-27.67,-37.77
24.02.2015,687,338,189,64,5,76,335.51,49.99,308.76,1.0,3.42,0.77,14.24,0.05,74.48,305.34,-27.91,-38.73
23.02.2015,677,260,265,68,11,71,334.5,36.19,307.79,0.95,2.65,0.77,14.19,0.05,61.69,305.14,-28.15,-39.69
22.02.2015,691,142,301,60,6,69,333.49,21.96,306.86,0.9,1.88,0.77,14.14,0.05,48.47,304.98,-28.39,-40.65
21.02.2015,1689,158,272,67,6,76,332.49,7.32,305.99,0.85,1.12,0.77,14.1,0.05,34.83,304.88,-28.63,-41.61
20.02.2015,672,286,214,82,7,104,331.48,352.34,305.17,0.79,0.35,0.77,14.05,0.05,20.86,304.83,-28.87,-42.57
19.02.2015,604,303,157,63,5,77,330.47,337.13,304.42,0.72,359.58,0.77,14.01,0.04,6.66,304.84,-29.11,-43.54
18.02.2015,708,330,242,64,7,78,329.46,321.87,303.73,0.65,358.81,0.77,13.96,0.04,-7.59,304.92,-29.35,-44.5
17.02.2015,596,275,195,50,4,56,328.45,306.72,303.11,0.58,358.04,0.77,13.92,0.04,-21.73,305.08,-29.59,-45.47
16.02.2015,575,249,204,51,6,56,327.44,291.86,302.57,0.5,357.27,0.77,13.88,0.04,-35.58,305.31,-29.82,-46.43
15.02.2015,672,170,298,42,9,55,326.43,277.4,302.12,0.41,356.49,0.77,13.83,0.04,-49.03,305.63,-30.06,-47.4
14.02.2015,678,172,280,85,7,109,325.42,263.42,301.76,0.31,355.72,0.77,13.79,0.04,-62.0,306.04,-30.3,-48.37
13.02.2015,720,282,213,102,6,129,324.41,249.93,301.5,0.21,354.95,0.77,13.75,0.04,-74.48,306.55,-30.54,-49.34
12.02.2015,647,286,194,67,3,78,323.4,236.91,301.34,0.1,354.18,0.77,13.71,0.04,-86.49,307.17,-30.78,-50.31
11.02.2015,676,294,220,57,8,66,322.39,224.28,301.3,-0.02,353.4,0.77,13.67,0.04,-98.1,307.9,-31.02,-51.28
10.02.2015,612,322,165,59,5,67,321.37,211.98,301.38,-0.15,352.63,0.77,13.63,0.04,-109.39,308.76,-31.25,-52.25
09.02.2015,505,240,168,87,4,102,320.36,199.92,301.6,-0.28,351.85,0.77,13.59,0.04,-120.44,309.74,-31.49,-53.23
08.02.2015,553,144,223,61,5,97,319.35,188.02,301.94,-0.41,351.08,0.78,13.55,0.04,-131.33,310.86,-31.73,-54.2
07.02.2015,650,146,276,57,7,73,318.34,176.2,302.43,-0.55,350.3,0.78,13.51,0.04,-142.14,312.12,-31.97,-55.17
06.02.2015,595,269,196,61,6,69,317.32,164.41,303.05,-0.69,349.53,0.78,13.47,0.04,-152.92,313.52,-32.2,-56.15
05.02.2015,608,282,165,63,3,77,316.31,152.59,303.81,-0.83,348.75,0.78,13.44,0.04,-163.72,315.06,-32.44,-57.13
04.02.2015,628,300,168,53,3,64,315.3,140.7,304.7,-0.95,347.97,0.78,13.4,0.04,-174.6,316.72,-32.68,-58.1
03.02.2015,626,254,153,80,5,101,314.28,128.72,305.71,-1.06,347.2,0.78,13.36,0.04,174.43,318.51,-32.91,-59.08
02.02.2015,579,260,194,59,2,73,313.27,116.62,306.82,-1.15,346.42,0.78,13.33,0.03,163.35,320.4,-33.15,-60.06
01.02.2015,688,155,268,47,8,66,312.25,104.39,308.0,-1.21,345.64,0.78,13.3,0.03,152.13,322.36,-33.39,-61.04
31.01.2015,657,170,243,61,4,86,311.24,92.01,309.23,-1.25,344.86,0.78,13.26,0.03,140.77,324.37,-33.63,-62.02
30.01.2015,609,307,165,95,10,103,310.22,79.45,310.48,-1.24,344.09,0.78,13.23,0.03,129.22,326.4,-33.86,-63.01
29.01.2015,600,315,187,67,5,79,309.21,66.69,311.71,-1.2,343.31,0.78,13.2,0.03,117.48,328.4,-34.1,-63.99
28.01.2015,622,281,163,71,4,86,308.19,53.68,312.88,-1.13,342.53,0.78,13.17,0.03,105.49,330.35,-34.33,-64.97
27.01.2015,557,362,151,72,6,87,307.18,40.39,313.96,-1.02,341.75,0.78,13.14,0.03,93.22,332.21,-34.57,-65.96
26.01.2015,628,261,231,55,5,63,306.16,26.78,314.91,-0.88,340.97,0.78,13.11,0.03,80.62,333.94,-34.81,-66.95
25.01.2015,586,133,254,59,8,86,305.14,12.81,315.71,-0.72,340.19,0.78,13.08,0.03,67.67,335.52,-35.04,-67.93
24.01.2015,705,181,259,61,6,85,304.13,358.48,316.34,-0.54,339.41,0.78,13.05,0.03,54.35,336.93,-35.28,-68.92
23.01.2015,659,317,209,73,2,84,303.11,343.81,316.78,-0.35,338.62,0.78,13.02,0.03,40.7,338.15,-35.52,-69.91
