Data,Zatrzymani na gorącym uczynku,Zatrzymani poszukiwani,Zatrzymani nietrzeźwi kierujący,Wypadki drogowe,Zabici w wypadkach,Ranni w wypadkach,Sun,Moon,Mercury,Mercury speed,Mars,Mars speed,Uran,Uran speed,MoonSun distance,MercuryMars distance,SunMars distance,SunUran distance
23.07.2012,981,197,572,137,12,178,120.95,172.8,129.88,-0.6,190.98,0.58,8.5,-0.01,51.84,298.89,-70.03,112.45
22.07.2012,1130,91,673,83,7,108,120.0,159.25,130.45,-0.55,190.41,0.57,8.51,-0.01,39.26,300.04,-70.41,111.49
20.07.2012,789,183,406,100,7,127,118.09,132.78,131.42,-0.42,189.26,0.57,8.52,-0.01,14.69,302.15,-71.17,109.57
19.07.2012,843,244,385,83,7,105,117.13,119.88,131.8,-0.34,188.7,0.57,8.53,-0.0,2.75,303.1,-71.56,108.61
18.07.2012,740,305,343,82,3,104,116.18,107.24,132.1,-0.27,188.13,0.57,8.53,-0.0,-8.94,303.97,-71.95,107.65
17.07.2012,722,219,340,98,9,127,115.23,94.84,132.33,-0.19,187.57,0.56,8.53,-0.0,-20.39,304.76,-72.34,106.69
16.07.2012,907,186,474,110,10,137,114.27,82.66,132.47,-0.11,187.0,0.56,8.54,-0.0,-31.61,305.47,-72.73,105.73
15.07.2012,1105,121,671,89,11,133,113.32,70.66,132.54,-0.03,186.45,0.56,8.54,-0.0,-42.66,306.09,-73.13,104.78
14.07.2012,1004,124,554,107,6,149,112.36,58.8,132.52,0.05,185.89,0.55,8.54,-0.0,-53.56,306.64,-73.53,103.82
13.07.2012,843,210,427,96,4,119,111.41,47.0,132.43,0.13,185.34,0.55,8.54,-0.0,-64.41,307.09,-73.93,102.87
12.07.2012,910,244,478,114,13,141,110.45,35.19,132.26,0.21,184.78,0.55,8.54,0.0,-75.27,307.47,-74.33,101.91
11.07.2012,1040,246,539,115,8,133,109.5,23.28,132.01,0.29,184.24,0.55,8.54,0.0,-86.22,307.77,-74.73,100.96
10.07.2012,941,266,477,116,5,164,108.55,11.19,131.68,0.36,183.69,0.54,8.54,0.0,-97.35,307.99,-75.14,100.01
09.07.2012,1028,215,607,110,11,136,107.59,358.84,131.28,0.43,183.15,0.54,8.53,0.0,-108.75,308.14,-75.55,99.06
08.07.2012,1267,92,791,90,14,130,106.64,346.15,130.81,0.51,182.61,0.54,8.53,0.0,-120.49,308.21,-75.97,98.11
07.07.2012,1063,122,604,104,11,129,105.69,333.07,130.27,0.57,182.07,0.54,8.53,0.0,-132.62,308.21,-76.38,97.16
06.07.2012,1013,223,595,109,7,130,104.73,319.56,129.67,0.64,181.53,0.53,8.52,0.01,-145.17,308.13,-76.8,96.21
05.07.2012,1031,253,533,109,4,136,103.78,305.65,129.0,0.7,181.0,0.53,8.52,0.01,-158.13,308.0,-77.22,95.27
04.07.2012,909,278,429,98,11,112,102.83,291.38,128.26,0.76,180.47,0.53,8.51,0.01,-171.45,307.79,-77.64,94.32
03.07.2012,943,231,469,85,8,106,101.88,276.83,127.47,0.82,179.94,0.53,8.5,0.01,174.95,307.53,-78.07,93.37
02.07.2012,1025,220,645,100,15,123,100.92,262.1,126.62,0.88,179.42,0.52,8.49,0.01,161.18,307.2,-78.5,92.43
01.07.2012,1215,132,744,117,11,166,99.97,247.33,125.71,0.94,178.9,0.52,8.48,0.01,147.36,306.81,-78.93,91.49
30.06.2012,1117,157,674,81,10,99,99.02,232.62,124.75,0.99,178.38,0.52,8.47,0.01,133.61,306.37,-79.37,90.54
29.06.2012,892,208,482,137,9,164,98.06,218.07,123.73,1.04,177.87,0.51,8.46,0.01,120.01,305.86,-79.8,89.6
28.06.2012,875,227,454,77,6,85,97.11,203.74,122.66,1.09,177.35,0.51,8.45,0.01,106.63,305.31,-80.25,88.66
27.06.2012,1748,261,405,87,7,96,96.16,189.66,121.55,1.14,176.85,0.51,8.44,0.01,93.5,304.7,-80.69,87.72
26.06.2012,802,240,364,69,3,89,95.2,175.86,120.38,1.19,176.34,0.5,8.42,0.01,80.66,304.04,-81.14,86.78
25.06.2012,1046,231,588,110,10,138,94.25,162.33,119.17,1.24,175.84,0.5,8.41,0.01,68.08,303.33,-81.59,85.84
24.06.2012,1211,154,726,101,18,128,93.29,149.06,117.9,1.28,175.34,0.5,8.4,0.02,55.77,302.57,-82.04,84.9
23.06.2012,1114,153,628,100,10,135,92.34,136.05,116.6,1.33,174.84,0.49,8.38,0.02,43.71,301.76,-82.5,83.96
22.06.2012,977,282,531,105,3,129,91.39,123.27,115.25,1.37,174.35,0.49,8.36,0.02,31.89,300.9,-82.96,83.02
21.06.2012,917,244,401,91,12,115,90.43,110.71,113.85,1.42,173.86,0.49,8.35,0.02,20.28,299.99,-83.43,82.09
20.06.2012,930,277,447,81,4,107,89.48,98.36,112.41,1.46,173.38,0.48,8.33,0.02,8.88,299.04,-83.9,81.15
19.06.2012,880,248,444,103,6,129,88.52,86.18,110.93,1.5,172.89,0.48,8.31,0.02,-2.34,298.04,-84.37,80.21
18.06.2012,1025,213,549,118,13,140,87.57,74.16,109.4,1.55,172.42,0.48,8.29,0.02,-13.4,296.99,-84.85,79.28
17.06.2012,1296,108,732,109,13,131,86.61,62.27,107.84,1.59,171.94,0.47,8.27,0.02,-24.34,295.9,-85.33,78.34
16.06.2012,1052,133,569,113,11,131,85.66,50.46,106.23,1.63,171.47,0.47,8.25,0.02,-35.2,294.76,-85.81,77.41
15.06.2012,899,221,391,93,6,107,84.7,38.67,104.57,1.67,171.0,0.46,8.23,0.02,-46.03,293.57,-86.3,76.47
14.06.2012,892,233,358,79,4,101,83.75,26.86,102.88,1.71,170.54,0.46,8.2,0.02,-56.88,292.34,-86.79,75.54
13.06.2012,995,213,435,87,5,108,82.79,14.96,101.15,1.76,170.08,0.46,8.18,0.02,-67.84,291.06,-87.29,74.61
12.06.2012,756,204,358,70,2,80,81.84,2.88,99.37,1.8,169.63,0.45,8.16,0.02,-78.96,289.74,-87.79,73.68
11.06.2012,844,222,419,79,7,96,80.88,350.55,97.55,1.84,169.18,0.45,8.13,0.03,-90.33,288.38,-88.3,72.75
10.06.2012,1078,154,599,83,8,121,79.92,337.9,95.7,1.88,168.73,0.44,8.11,0.03,-102.02,286.97,-88.81,71.82
09.06.2012,1235,130,708,78,9,87,78.97,324.87,93.8,1.92,168.29,0.44,8.08,0.03,-114.1,285.51,-89.32,70.89
08.06.2012,916,168,481,113,5,137,78.01,311.4,91.87,1.95,167.85,0.44,8.05,0.03,-126.61,284.02,-89.84,69.96
07.06.2012,913,149,509,91,13,95,77.06,297.49,89.9,1.99,167.42,0.43,8.03,0.03,-139.57,282.48,-90.36,69.03
06.06.2012,908,253,526,85,5,91,76.1,283.15,87.89,2.02,166.99,0.43,8.0,0.03,-152.95,280.9,-90.89,68.1
05.06.2012,833,238,363,89,6,111,75.14,268.45,85.85,2.06,166.56,0.42,7.97,0.03,-166.7,279.29,-91.42,67.17
04.06.2012,840,207,402,88,8,98,74.19,253.49,83.77,2.09,166.14,0.42,7.94,0.03,179.3,277.63,-91.96,66.25
03.06.2012,1003,112,559,76,10,102,73.23,238.4,81.67,2.12,165.72,0.41,7.91,0.03,165.17,275.95,-92.5,65.32
02.06.2012,881,125,483,67,3,80,72.27,223.34,79.54,2.14,165.31,0.41,7.88,0.03,151.07,274.23,-93.04,64.39
01.06.2012,831,244,367,102,8,148,71.31,208.45,77.39,2.16,164.91,0.4,7.85,0.03,137.14,272.49,-93.59,63.47
31.05.2012,820,279,358,90,10,102,70.35,193.83,75.22,2.18,164.51,0.4,7.81,0.03,123.47,270.72,-94.15,62.54
30.05.2012,833,284,317,91,6,113,69.4,179.55,73.04,2.19,164.11,0.39,7.78,0.03,110.16,268.93,-94.71,61.62
29.05.2012,753,347,251,99,8,108,68.44,165.66,70.85,2.2,163.72,0.39,7.75,0.03,97.22,267.13,-95.28,60.69
28.05.2012,881,208,437,104,13,131,67.48,152.16,68.65,2.2,163.33,0.38,7.71,0.03,84.68,265.32,-95.86,59.77
27.05.2012,1058,111,607,85,12,121,66.52,139.02,66.45,2.2,162.95,0.38,7.68,0.04,72.5,263.5,-96.44,58.84
26.05.2012,957,106,529,112,10,152,65.56,126.2,64.25,2.19,162.58,0.37,7.64,0.04,60.64,261.68,-97.02,57.92
25.05.2012,885,245,398,128,14,132,64.6,113.66,62.07,2.18,162.21,0.37,7.6,0.04,49.07,259.86,-97.61,56.99
24.05.2012,1027,273,480,121,11,142,63.64,101.36,59.89,2.17,161.85,0.36,7.57,0.04,37.72,258.05,-98.21,56.07
23.05.2012,868,344,391,89,2,113,62.68,89.24,57.73,2.15,161.49,0.35,7.53,0.04,26.56,256.24,-98.81,55.15
22.05.2012,912,253,446,105,10,121,61.71,77.26,55.59,2.13,161.14,0.35,7.49,0.04,15.54,254.46,-99.42,54.22
21.05.2012,934,214,539,96,8,119,60.75,65.38,53.48,2.11,160.79,0.34,7.45,0.04,4.63,252.68,-100.04,53.3
20.05.2012,1062,136,653,123,17,141,59.79,53.56,51.38,2.08,160.45,0.34,7.41,0.04,-6.23,250.93,-100.66,52.38
19.05.2012,1097,132,608,97,11,119,58.83,41.77,49.32,2.05,160.12,0.33,7.37,0.04,-17.05,249.2,-101.29,51.45
18.05.2012,931,284,448,111,14,128,57.86,29.97,47.28,2.02,159.79,0.32,7.33,0.04,-27.89,247.48,-101.93,50.53
17.05.2012,773,274,327,76,7,95,56.9,18.12,45.27,1.99,159.48,0.32,7.29,0.04,-38.78,245.79,-102.58,49.61
16.05.2012,793,224,363,85,6,97,55.94,6.16,43.29,1.96,159.16,0.31,7.25,0.04,-49.78,244.13,-103.23,48.69
15.05.2012,735,233,316,88,4,108,54.97,354.04,41.35,1.93,158.86,0.3,7.21,0.04,-60.93,242.49,-103.89,47.76
14.05.2012,840,187,423,85,9,100,54.01,341.71,39.43,1.9,158.56,0.29,7.16,0.04,-72.3,240.87,-104.55,46.84
13.05.2012,950,132,517,72,10,93,53.04,329.1,37.55,1.87,158.27,0.29,7.12,0.04,-83.94,239.28,-105.23,45.92
12.05.2012,955,95,495,104,12,118,52.08,316.15,35.7,1.83,157.98,0.28,7.08,0.04,-95.93,237.71,-105.91,45.0
11.05.2012,970,191,507,128,14,135,51.11,302.81,33.88,1.8,157.71,0.27,7.03,0.04,-108.3,236.17,-106.6,44.08
10.05.2012,876,235,406,84,4,93,50.15,289.04,32.1,1.77,157.44,0.27,6.99,0.05,-121.11,234.66,-107.29,43.16
09.05.2012,765,218,352,86,2,99,49.18,274.83,30.34,1.74,157.18,0.26,6.94,0.05,-134.35,233.17,-108.0,42.24
08.05.2012,666,214,281,70,5,83,48.21,260.21,28.62,1.7,156.92,0.25,6.9,0.05,-148.0,231.7,-108.71,41.32
07.05.2012,736,181,369,67,2,91,47.25,245.26,26.94,1.67,156.68,0.24,6.85,0.05,-161.98,230.26,-109.43,40.39
06.05.2012,806,125,557,62,3,89,46.28,230.09,25.28,1.64,156.44,0.23,6.8,0.05,-176.19,228.84,-110.16,39.47
05.05.2012,806,119,463,76,4,101,45.31,214.86,23.66,1.61,156.21,0.22,6.76,0.05,169.55,227.44,-110.9,38.55
04.05.2012,865,176,444,118,4,161,44.34,199.72,22.07,1.57,155.99,0.22,6.71,0.05,155.38,226.07,-111.65,37.63
03.05.2012,847,99,490,75,7,105,43.37,184.84,20.51,1.54,155.78,0.21,6.66,0.05,141.47,224.73,-112.41,36.71
02.05.2012,897,31,548,85,9,97,42.4,170.34,18.98,1.51,155.58,0.2,6.61,0.05,127.93,223.4,-113.18,35.79
01.05.2012,998,110,570,87,4,107,41.43,156.27,17.49,1.48,155.39,0.19,6.56,0.05,114.84,222.1,-113.95,34.87
30.04.2012,855,155,512,114,9,142,40.46,142.67,16.03,1.44,155.2,0.18,6.51,0.05,102.21,220.83,-114.74,33.95
29.04.2012,1004,124,586,88,14,113,39.49,129.51,14.6,1.41,155.03,0.17,6.46,0.05,90.02,219.58,-115.54,33.03
28.04.2012,910,115,534,129,8,178,38.52,116.75,13.21,1.37,154.86,0.16,6.41,0.05,78.23,218.35,-116.34,32.11
27.04.2012,918,251,461,104,3,125,37.55,104.33,11.86,1.34,154.71,0.15,6.36,0.05,66.78,217.15,-117.16,31.18
26.04.2012,812,261,359,97,2,115,36.57,92.16,10.53,1.3,154.56,0.14,6.31,0.05,55.58,215.97,-117.99,30.26
25.04.2012,820,281,342,80,7,99,35.6,80.18,9.25,1.27,154.43,0.13,6.26,0.05,44.58,214.82,-118.83,29.34
24.04.2012,727,213,296,73,10,83,34.63,68.32,8.0,1.23,154.3,0.12,6.21,0.05,33.69,213.7,-119.68,28.42
22.04.2012,955,121,531,83,9,116,32.68,44.73,5.62,1.15,154.09,0.1,6.1,0.05,12.06,211.53,-121.41,26.57
21.04.2012,974,133,511,108,10,154,31.7,32.92,4.49,1.11,154.0,0.09,6.05,0.05,1.22,210.5,-122.3,25.65
20.04.2012,830,235,372,99,7,111,30.72,21.04,3.41,1.06,153.92,0.07,6.0,0.05,-9.68,209.49,-123.19,24.73
19.04.2012,817,272,315,77,4,97,29.75,9.07,2.37,1.02,153.85,0.06,5.95,0.05,-20.68,208.52,-124.1,23.8
18.04.2012,805,293,326,64,7,70,28.77,356.97,1.37,0.97,153.79,0.05,5.89,0.05,-31.8,207.58,-125.02,22.88
17.04.2012,780,231,351,58,5,71,27.79,344.72,0.43,0.92,153.75,0.04,5.84,0.05,-43.07,206.68,-125.95,21.95
16.04.2012,749,238,331,76,7,87,26.81,332.29,359.53,0.87,153.71,0.03,5.78,0.05,-54.53,205.82,-126.9,21.03
15.04.2012,904,121,437,71,8,95,25.84,319.63,358.69,0.81,153.69,0.02,5.73,0.05,-66.21,205.0,-127.86,20.11
14.04.2012,1032,146,520,74,17,78,24.86,306.69,357.91,0.76,153.68,0.0,5.68,0.05,-78.16,204.22,-128.83,19.18
13.04.2012,875,242,381,73,14,74,23.88,293.45,357.18,0.7,153.69,-0.01,5.62,0.05,-90.43,203.5,-129.81,18.26
12.04.2012,880,256,371,73,4,81,22.9,279.85,356.52,0.63,153.7,-0.02,5.57,0.06,-103.05,202.82,-130.8,17.33
11.04.2012,909,264,374,58,7,62,21.92,265.87,355.92,0.56,153.73,-0.03,5.51,0.06,-116.05,202.19,-131.81,16.41
10.04.2012,938,307,488,90,9,110,20.93,251.5,355.39,0.49,153.77,-0.05,5.45,0.06,-129.44,201.62,-132.83,15.48
09.04.2012,733,92,382,49,5,74,19.95,236.78,354.93,0.42,153.82,-0.06,5.4,0.06,-143.17,201.11,-133.87,14.55
08.04.2012,499,94,296,32,0,41,18.97,221.79,354.55,0.34,153.89,-0.07,5.34,0.06,-157.18,200.66,-134.92,13.63
07.04.2012,961,146,476,60,7,72,17.99,206.66,354.25,0.26,153.97,-0.09,5.29,0.06,-171.33,200.28,-135.98,12.7
06.04.2012,945,252,438,94,9,109,17.01,191.53,354.03,0.18,154.06,-0.1,5.23,0.06,174.52,199.97,-137.05,11.77
05.04.2012,897,234,402,71,7,92,16.02,176.57,353.89,0.09,154.16,-0.11,5.17,0.06,160.55,199.73,-138.14,10.85
04.04.2012,858,244,312,85,11,88,15.04,161.94,353.85,-0.0,154.28,-0.12,5.12,0.06,146.9,199.57,-139.24,9.92
03.04.2012,809,259,308,68,5,68,14.05,147.73,353.9,-0.09,154.41,-0.14,5.06,0.06,133.68,199.48,-140.36,8.99
02.04.2012,755,205,311,58,5,83,13.07,134.01,354.04,-0.19,154.56,-0.15,5.01,0.06,120.94,199.48,-141.49,8.06
01.04.2012,758,97,333,64,8,73,12.08,120.76,354.27,-0.28,154.71,-0.16,4.95,0.06,108.68,199.56,-142.63,7.13
31.03.2012,818,143,389,82,9,108,11.09,107.96,354.6,-0.38,154.88,-0.18,4.89,0.06,96.87,199.72,-143.79,6.2
30.03.2012,727,238,294,81,10,92,10.11,95.53,355.02,-0.47,155.07,-0.19,4.83,0.06,85.43,199.96,-144.96,5.27
29.03.2012,834,261,290,73,18,84,9.12,83.4,355.54,-0.56,155.26,-0.2,4.78,0.06,74.28,200.28,-146.14,4.34
28.03.2012,854,271,328,78,4,99,8.13,71.46,356.14,-0.64,155.47,-0.22,4.72,0.06,63.33,200.67,-147.34,3.41
27.03.2012,794,275,316,77,5,93,7.14,59.65,356.82,-0.72,155.69,-0.23,4.66,0.06,52.51,201.13,-148.55,2.48
26.03.2012,760,234,343,68,6,79,6.15,47.87,357.57,-0.78,155.93,-0.24,4.61,0.06,41.72,201.64,-149.78,1.54
25.03.2012,883,131,466,72,10,114,5.16,36.07,358.38,-0.84,156.17,-0.25,4.55,0.06,30.91,202.21,-151.01,0.61
24.03.2012,1030,125,518,75,5,94,4.21,24.68,359.2,-0.87,156.42,-0.26,4.49,0.06,20.47,202.78,-152.21,-0.29
23.03.2012,1003,257,455,83,9,86,3.22,12.68,0.09,-0.9,156.69,-0.28,4.44,0.06,9.46,203.4,-153.47,-1.22
22.03.2012,990,269,399,67,2,76,2.22,0.53,0.99,-0.9,156.97,-0.29,4.38,0.06,-1.69,204.02,-154.75,-2.16
21.03.2012,1101,364,438,66,6,81,1.23,348.22,1.89,-0.89,157.26,-0.3,4.32,0.06,-13.01,204.62,-156.03,-3.09
20.03.2012,846,308,352,69,7,95,0.24,335.74,2.76,-0.86,157.57,-0.31,4.27,0.06,-24.5,205.2,-157.33,-4.03
19.03.2012,869,238,404,65,10,83,359.24,323.07,3.59,-0.8,157.88,-0.32,4.21,0.06,-36.17,205.72,-158.63,-4.96
18.03.2012,1111,130,543,84,16,97,358.25,310.22,4.36,-0.73,158.2,-0.33,4.15,0.06,-48.03,206.16,-159.95,-5.9
17.03.2012,1001,140,479,86,15,115,357.25,297.16,5.06,-0.65,158.53,-0.34,4.1,0.06,-60.1,206.52,-161.28,-6.84
16.03.2012,954,255,406,76,4,91,356.26,283.88,5.65,-0.54,158.87,-0.34,4.04,0.06,-72.38,206.78,-162.61,-7.78
15.03.2012,914,286,391,61,5,77,355.26,270.34,6.14,-0.43,159.22,-0.35,3.98,0.06,-84.92,206.91,-163.96,-8.72
14.03.2012,899,279,342,57,3,72,354.27,256.54,6.5,-0.3,159.58,-0.36,3.93,0.06,-97.73,206.92,-165.31,-9.66
13.03.2012,856,298,299,63,4,75,353.27,242.44,6.73,-0.16,159.94,-0.37,3.87,0.06,-110.83,206.79,-166.67,-10.6
12.03.2012,894,243,415,74,5,101,352.27,228.06,6.82,-0.02,160.31,-0.37,3.81,0.06,-124.21,206.51,-168.04,-11.54
11.03.2012,994,114,471,57,6,92,351.27,213.44,6.77,0.13,160.69,-0.38,3.76,0.06,-137.83,206.08,-169.41,-12.48
10.03.2012,1291,143,716,91,9,135,350.28,198.65,6.57,0.27,161.07,-0.38,3.7,0.06,-151.63,205.5,-170.79,-13.42
09.03.2012,969,250,443,55,7,60,349.28,183.8,6.22,0.42,161.45,-0.39,3.64,0.06,-165.47,204.77,-172.17,-14.37
08.03.2012,845,234,351,63,4,72,348.28,169.04,5.72,0.57,161.84,-0.39,3.59,0.06,-179.24,203.89,-173.56,-15.31
07.03.2012,897,287,324,54,7,66,347.28,154.51,5.09,0.71,162.23,-0.39,3.53,0.06,167.23,202.86,-174.95,-16.25
06.03.2012,816,277,304,67,8,83,346.28,140.32,4.31,0.84,162.62,-0.39,3.48,0.06,154.04,201.69,-176.34,-17.2
05.03.2012,769,183,353,53,2,67,345.28,126.55,3.4,0.97,163.02,-0.4,3.42,0.05,141.27,200.38,-177.74,-18.15
04.03.2012,848,389,125,45,11,64,344.28,113.24,2.37,1.09,163.41,-0.4,3.37,0.05,128.96,198.96,-179.14,-19.09
03.03.2012,892,136,393,81,8,97,343.27,100.36,1.22,1.2,163.81,-0.4,3.31,0.05,117.09,197.41,179.47,-20.04
02.03.2012,932,289,373,79,8,96,342.27,87.87,359.96,1.31,164.2,-0.39,3.26,0.05,105.6,195.76,178.07,-20.99
01.03.2012,845,277,318,69,5,78,341.27,75.69,358.61,1.4,164.6,-0.39,3.21,0.05,94.42,194.01,176.67,-21.94
29.02.2012,786,325,268,83,5,101,340.26,63.73,357.17,1.48,164.99,-0.39,3.15,0.05,83.47,192.18,175.28,-22.89
28.02.2012,740,289,259,95,7,113,339.26,51.9,355.65,1.56,165.38,-0.39,3.1,0.05,72.64,190.27,173.88,-23.84
27.02.2012,787,227,287,77,5,95,338.25,40.11,354.06,1.62,165.76,-0.38,3.04,0.05,61.86,188.3,172.49,-24.79
26.02.2012,820,136,382,59,2,91,337.25,28.27,352.41,1.67,166.14,-0.38,2.99,0.05,51.02,186.27,171.11,-25.74
25.02.2012,818,154,329,59,10,57,336.24,16.32,350.72,1.72,166.52,-0.37,2.94,0.05,40.08,184.2,169.73,-26.7
24.02.2012,762,255,285,76,6,86,335.24,4.19,348.98,1.75,166.89,-0.37,2.89,0.05,28.96,182.1,168.35,-27.65
23.02.2012,699,267,243,60,6,72,334.23,351.86,347.21,1.78,167.25,-0.36,2.83,0.05,17.63,179.96,166.98,-28.6
22.02.2012,895,306,341,50,7,55,333.22,339.29,345.42,1.81,167.61,-0.35,2.78,0.05,6.07,177.81,165.62,-29.56
21.02.2012,692,260,253,77,11,86,332.21,326.5,343.6,1.82,167.96,-0.34,2.73,0.05,-5.71,175.65,164.26,-30.52
20.02.2012,762,250,296,76,7,95,331.21,313.5,341.77,1.84,168.3,-0.34,2.68,0.05,-17.71,173.48,162.91,-31.47
19.02.2012,742,121,339,49,3,56,330.2,300.29,339.93,1.84,168.63,-0.33,2.63,0.05,-29.9,171.3,161.57,-32.43
18.02.2012,729,123,293,51,4,64,329.19,286.91,338.09,1.85,168.95,-0.32,2.58,0.05,-42.27,169.14,160.24,-33.39
17.02.2012,660,257,210,90,8,114,328.18,273.38,336.24,1.85,169.26,-0.31,2.53,0.05,-54.8,166.98,158.92,-34.35
16.02.2012,653,257,192,70,11,106,327.17,259.69,334.39,1.84,169.56,-0.3,2.48,0.05,-67.48,164.83,157.61,-35.31
15.02.2012,588,301,155,109,13,155,326.16,245.85,332.55,1.84,169.85,-0.28,2.43,0.05,-80.31,162.7,156.31,-36.27
14.02.2012,710,260,215,68,6,77,325.15,231.85,330.71,1.83,170.13,-0.27,2.38,0.05,-93.3,160.58,155.02,-37.24
13.02.2012,641,201,263,72,10,90,324.14,217.71,328.89,1.82,170.4,-0.26,2.34,0.05,-106.43,158.49,153.74,-38.2
12.02.2012,657,101,289,63,7,75,323.13,203.43,327.07,1.82,170.65,-0.25,2.29,0.05,-119.7,156.41,152.47,-39.16
11.02.2012,682,121,280,61,6,87,322.12,189.06,325.26,1.8,170.9,-0.24,2.24,0.05,-133.06,154.36,151.22,-40.13
10.02.2012,735,239,262,81,8,101,321.1,174.66,323.46,1.79,171.13,-0.23,2.2,0.05,-146.44,152.33,149.97,-41.09
09.02.2012,710,245,220,91,7,121,320.09,160.33,321.67,1.78,171.35,-0.21,2.15,0.05,-159.76,150.32,148.74,-42.06
08.02.2012,720,275,223,40,0,58,319.08,146.16,319.89,1.77,171.56,-0.2,2.11,0.05,-172.92,148.34,147.52,-43.03
07.02.2012,568,265,181,55,3,68,318.07,132.25,318.13,1.76,171.75,-0.19,2.06,0.04,174.18,146.38,146.32,-43.99
06.02.2012,492,226,169,54,5,68,317.05,118.66,316.38,1.75,171.93,-0.17,2.02,0.04,161.61,144.45,145.12,-44.96
05.02.2012,497,76,210,34,3,40,316.04,105.44,314.64,1.73,172.1,-0.16,1.97,0.04,149.4,142.54,143.94,-45.93
04.02.2012,494,112,220,40,1,49,315.03,92.6,312.91,1.72,172.25,-0.15,1.93,0.04,137.57,140.66,142.77,-46.9
03.02.2012,493,227,159,62,6,72,314.01,80.1,311.19,1.71,172.39,-0.14,1.89,0.04,126.09,138.8,141.62,-47.87
02.02.2012,546,247,178,60,4,77,313.0,67.89,309.49,1.7,172.52,-0.12,1.84,0.04,114.89,136.97,140.48,-48.85
01.02.2012,544,329,172,63,3,69,311.98,55.9,307.8,1.69,172.64,-0.11,1.8,0.04,103.92,135.16,139.35,-49.82
31.01.2012,527,254,156,63,9,81,310.97,44.05,306.12,1.67,172.74,-0.1,1.76,0.04,93.08,133.38,138.23,-50.79
30.01.2012,522,220,175,55,2,73,309.95,32.23,304.45,1.66,172.83,-0.08,1.72,0.04,82.28,131.62,137.12,-51.77
29.01.2012,592,89,252,21,2,26,308.94,20.37,302.79,1.65,172.91,-0.07,1.68,0.04,71.43,129.89,136.03,-52.75
28.01.2012,622,126,294,49,5,63,307.92,8.38,301.15,1.64,172.97,-0.06,1.64,0.04,60.46,128.18,134.95,-53.72
27.01.2012,810,271,363,56,7,52,306.9,356.18,299.51,1.63,173.02,-0.04,1.6,0.04,49.28,126.49,133.89,-54.7
26.01.2012,775,285,244,59,3,65,305.89,343.73,297.89,1.62,173.06,-0.03,1.57,0.04,37.84,124.83,132.83,-55.68
25.01.2012,716,340,247,54,2,68,304.87,330.98,296.27,1.61,173.08,-0.02,1.53,0.04,26.11,123.19,131.79,-56.66
24.01.2012,741,301,225,59,4,71,303.85,317.92,294.67,1.6,173.09,-0.01,1.49,0.04,14.07,121.58,130.76,-57.64
23.01.2012,721,220,286,81,9,117,302.83,304.58,293.07,1.59,173.09,0.01,1.46,0.04,1.74,119.98,129.74,-58.62
22.01.2012,687,130,330,57,3,87,301.82,290.97,291.49,1.58,173.08,0.02,1.42,0.03,-10.85,118.41,128.74,-59.6
21.01.2012,773,135,358,78,14,92,300.8,277.16,289.91,1.57,173.05,0.03,1.39,0.03,-23.64,116.86,127.75,-60.59
20.01.2012,731,283,258,93,5,121,299.78,263.19,288.35,1.56,173.01,0.04,1.35,0.03,-36.59,115.33,126.77,-61.57
19.01.2012,686,293,228,73,5,92,298.76,249.13,286.79,1.55,172.96,0.06,1.32,0.03,-49.63,113.83,125.8,-62.56
18.01.2012,709,264,234,56,1,66,297.74,235.01,285.24,1.54,172.9,0.07,1.29,0.03,-62.74,112.34,124.84,-63.54
17.01.2012,676,267,201,67,8,79,296.73,220.87,283.7,1.53,172.83,0.08,1.26,0.03,-75.86,110.88,123.9,-64.53
16.01.2012,644,234,236,70,3,76,295.71,206.73,282.17,1.53,172.74,0.09,1.22,0.03,-88.98,109.43,122.97,-65.52
15.01.2012,671,110,283,39,3,55,294.69,192.62,280.65,1.52,172.65,0.1,1.19,0.03,-102.07,108.01,122.04,-66.51
14.01.2012,719,125,320,99,17,136,293.67,178.56,279.14,1.51,172.54,0.11,1.17,0.03,-115.11,106.6,121.13,-67.49
13.01.2012,817,254,312,101,8,119,292.65,164.58,277.64,1.5,172.42,0.12,1.14,0.03,-128.07,105.22,120.23,-68.48
12.01.2012,821,281,306,89,11,113,291.63,150.73,276.15,1.49,172.29,0.13,1.11,0.03,-140.91,103.85,119.34,-69.48
11.01.2012,774,322,301,97,12,112,290.61,137.04,274.66,1.48,172.15,0.14,1.08,0.03,-153.58,102.51,118.46,-70.47
10.01.2012,686,260,243,72,6,88,289.6,123.56,273.19,1.47,172.0,0.15,1.05,0.03,-166.03,101.19,117.59,-71.46
09.01.2012,681,212,278,90,10,103,288.58,110.33,271.72,1.46,171.84,0.16,1.03,0.03,-178.24,99.88,116.74,-72.45
08.01.2012,740,144,306,70,5,80,287.56,97.38,270.27,1.45,171.67,0.17,1.0,0.02,169.82,98.6,115.89,-73.45
07.01.2012,595,111,254,60,8,70,286.54,84.71,268.82,1.44,171.49,0.18,0.98,0.02,158.17,97.33,115.05,-74.44
06.01.2012,607,157,286,75,7,109,285.52,72.3,267.39,1.43,171.3,0.19,0.96,0.02,146.78,96.09,114.22,-75.44
05.01.2012,627,275,237,102,10,135,284.5,60.13,265.97,1.41,171.11,0.2,0.93,0.02,135.63,94.87,113.4,-76.43
