Data,Rozboje,Bójki i pobicia,Kradzieże z włamaniem,Kradzieże,Wypadki drogowe,Zabici w wypadkach,Ranni w wypadkach,Nietrzeźwi kierujący,Kolizje drogowe,Sun,Moon,Mercury,Mercury speed,Mars,Mars speed,Uran,Uran speed,MoonSun distance,MercuryMars distance,SunMars distance,SunUran distance
14.06.2012,2,3,42,83,10,0,15,19,175,83.75,26.86,102.88,1.71,170.54,0.46,8.2,0.02,-56.88,292.34,-86.79,75.54
13.06.2012,4,2,30,84,9,1,9,22,122,82.79,14.96,101.15,1.76,170.08,0.46,8.18,0.02,-67.84,291.06,-87.29,74.61
12.06.2012,4,2,30,84,9,1,9,22,122,81.84,2.88,99.37,1.8,169.63,0.45,8.16,0.02,-78.96,289.74,-87.79,73.68
11.06.2012,6,5,57,140,7,0,9,26,110,80.88,350.55,97.55,1.84,169.18,0.45,8.13,0.03,-90.33,288.38,-88.3,72.75
10.06.2012,4,10,33,57,9,2,12,60,85,79.92,337.9,95.7,1.88,168.73,0.44,8.11,0.03,-102.02,286.97,-88.81,71.82
09.06.2012,4,10,33,57,9,2,12,60,85,78.97,324.87,93.8,1.92,168.29,0.44,8.08,0.03,-114.1,285.51,-89.32,70.89
08.06.2012,4,0,40,96,7,0,8,33,112,78.01,311.4,91.87,1.95,167.85,0.44,8.05,0.03,-126.61,284.02,-89.84,69.96
06.06.2012,4,1,45,108,7,0,8,27,134,76.1,283.15,87.89,2.02,166.99,0.43,8.0,0.03,-152.95,280.9,-90.89,68.1
05.06.2012,3,6,46,106,7,0,10,16,154,75.14,268.45,85.85,2.06,166.56,0.42,7.97,0.03,-166.7,279.29,-91.42,67.17
04.06.2012,6,2,56,130,7,0,7,20,150,74.19,253.49,83.77,2.09,166.14,0.42,7.94,0.03,179.3,277.63,-91.96,66.25
03.06.2012,9,4,32,52,6,2,7,31,58,73.23,238.4,81.67,2.12,165.72,0.41,7.91,0.03,165.17,275.95,-92.5,65.32
02.06.2012,9,4,46,82,7,0,11,42,85,72.27,223.34,79.54,2.14,165.31,0.41,7.88,0.03,151.07,274.23,-93.04,64.39
30.05.2012,2,2,51,94,20,2,25,18,114,69.4,179.55,73.04,2.19,164.11,0.39,7.78,0.03,110.16,268.93,-94.71,61.62
29.05.2012,3,2,52,106,7,1,5,16,130,68.44,165.66,70.85,2.2,163.72,0.39,7.75,0.03,97.22,267.13,-95.28,60.69
28.05.2012,6,6,53,131,16,0,23,22,167,67.48,152.16,68.65,2.2,163.33,0.38,7.71,0.03,84.68,265.32,-95.86,59.77
27.05.2012,7,4,29,47,10,0,12,54,63,66.52,139.02,66.45,2.2,162.95,0.38,7.68,0.04,72.5,263.5,-96.44,58.84
26.05.2012,2,3,44,72,8,0,9,41,102,65.56,126.2,64.25,2.19,162.58,0.37,7.64,0.04,60.64,261.68,-97.02,57.92
25.05.2012,3,4,35,129,15,1,14,28,142,64.6,113.66,62.07,2.18,162.21,0.37,7.6,0.04,49.07,259.86,-97.61,56.99
24.05.2012,2,3,44,123,9,2,8,33,151,63.64,101.36,59.89,2.17,161.85,0.36,7.57,0.04,37.72,258.05,-98.21,56.07
19.05.2012,5,2,34,55,15,2,16,44,0,58.83,41.77,49.32,2.05,160.12,0.33,7.37,0.04,-17.05,249.2,-101.29,51.45
18.05.2012,7,4,44,100,19,3,23,27,151,57.86,29.97,47.28,2.02,159.79,0.32,7.33,0.04,-27.89,247.48,-101.93,50.53
17.05.2012,2,2,43,102,8,0,11,24,151,56.9,18.12,45.27,1.99,159.48,0.32,7.29,0.04,-38.78,245.79,-102.58,49.61
16.05.2012,6,1,41,101,7,1,6,30,123,55.94,6.16,43.29,1.96,159.16,0.31,7.25,0.04,-49.78,244.13,-103.23,48.69
15.05.2012,7,3,60,108,3,0,3,21,116,54.97,354.04,41.35,1.93,158.86,0.3,7.21,0.04,-60.93,242.49,-103.89,47.76
11.05.2012,5,5,43,108,14,1,16,35,177,51.11,302.81,33.88,1.8,157.71,0.27,7.03,0.04,-108.3,236.17,-106.6,44.08
09.05.2012,3,3,49,106,13,0,13,14,142,49.18,274.83,30.34,1.74,157.18,0.26,6.94,0.05,-134.35,233.17,-108.0,42.24
08.05.2012,1,2,44,110,16,1,17,17,158,48.21,260.21,28.62,1.7,156.92,0.25,6.9,0.05,-148.0,231.7,-108.71,41.32
30.04.2012,11,3,51,116,11,2,11,81,177,40.46,142.67,16.03,1.44,155.2,0.18,6.51,0.05,102.21,220.83,-114.74,33.95
29.04.2012,8,9,23,43,10,1,12,44,78,39.49,129.51,14.6,1.41,155.03,0.17,6.46,0.05,90.02,219.58,-115.54,33.03
28.04.2012,4,7,36,66,9,0,12,49,122,38.52,116.75,13.21,1.37,154.86,0.16,6.41,0.05,78.23,218.35,-116.34,32.11
27.04.2012,6,3,54,93,18,0,22,33,196,37.55,104.33,11.86,1.34,154.71,0.15,6.36,0.05,66.78,217.15,-117.16,31.18
25.04.2012,7,2,52,105,9,0,11,25,138,35.6,80.18,9.25,1.27,154.43,0.13,6.26,0.05,44.58,214.82,-118.83,29.34
24.04.2012,4,0,46,105,6,2,6,21,146,34.63,68.32,8.0,1.23,154.3,0.12,6.21,0.05,33.69,213.7,-119.68,28.42
23.04.2012,1,3,45,113,5,0,7,25,149,33.65,56.52,6.79,1.19,154.19,0.11,6.16,0.05,22.87,212.6,-120.54,27.49
22.04.2012,4,9,30,47,9,0,15,35,42,32.68,44.73,5.62,1.15,154.09,0.1,6.1,0.05,12.06,211.53,-121.41,26.57
21.04.2012,3,1,56,80,15,1,14,50,101,31.7,32.92,4.49,1.11,154.0,0.09,6.05,0.05,1.22,210.5,-122.3,25.65
20.04.2012,5,2,41,95,23,0,28,29,163,30.72,21.04,3.41,1.06,153.92,0.07,6.0,0.05,-9.68,209.49,-123.19,24.73
19.04.2012,2,4,51,84,9,0,10,31,111,29.75,9.07,2.37,1.02,153.85,0.06,5.95,0.05,-20.68,208.52,-124.1,23.8
18.04.2012,6,1,54,94,6,1,6,27,103,28.77,356.97,1.37,0.97,153.79,0.05,5.89,0.05,-31.8,207.58,-125.02,22.88
17.04.2012,4,0,36,95,7,0,8,22,122,27.79,344.72,0.43,0.92,153.75,0.04,5.84,0.05,-43.07,206.68,-125.95,21.95
16.04.2012,6,3,49,103,11,1,10,62,158,26.81,332.29,359.53,0.87,153.71,0.03,5.78,0.05,-54.53,205.82,-126.9,21.03
15.04.2012,7,5,28,39,6,0,12,34,86,25.84,319.63,358.69,0.81,153.69,0.02,5.73,0.05,-66.21,205.0,-127.86,20.11
14.04.2012,6,7,50,59,9,1,10,42,108,24.86,306.69,357.91,0.76,153.68,0.0,5.68,0.05,-78.16,204.22,-128.83,19.18
13.04.2012,3,2,55,118,10,2,9,28,151,23.88,293.45,357.18,0.7,153.69,-0.01,5.62,0.05,-90.43,203.5,-129.81,18.26
12.04.2012,12,1,58,103,13,1,13,27,120,22.9,279.85,356.52,0.63,153.7,-0.02,5.57,0.06,-103.05,202.82,-130.8,17.33
10.04.2012,2,7,59,101,11,0,16,41,121,20.93,251.5,355.39,0.49,153.77,-0.05,5.45,0.06,-129.44,201.62,-132.83,15.48
09.04.2012,3,0,29,18,8,0,8,24,52,19.95,236.78,354.93,0.42,153.82,-0.06,5.4,0.06,-143.17,201.11,-133.87,14.55
08.04.2012,2,6,16,18,5,0,7,30,43,18.97,221.79,354.55,0.34,153.89,-0.07,5.34,0.06,-157.18,200.66,-134.92,13.63
07.04.2012,1,7,26,42,6,1,6,46,76,17.99,206.66,354.25,0.26,153.97,-0.09,5.29,0.06,-171.33,200.28,-135.98,12.7
06.04.2012,11,2,64,95,7,0,7,35,127,17.01,191.53,354.03,0.18,154.06,-0.1,5.23,0.06,174.52,199.97,-137.05,11.77
05.04.2012,9,3,50,103,7,0,10,40,117,16.02,176.57,353.89,0.09,154.16,-0.11,5.17,0.06,160.55,199.73,-138.14,10.85
04.04.2012,9,4,47,127,13,0,15,33,165,15.04,161.94,353.85,-0.0,154.28,-0.12,5.12,0.06,146.9,199.57,-139.24,9.92
03.04.2012,4,1,55,86,3,0,4,21,132,14.05,147.73,353.9,-0.09,154.41,-0.14,5.06,0.06,133.68,199.48,-140.36,8.99
02.04.2012,7,2,68,114,4,0,4,25,107,13.07,134.01,354.04,-0.19,154.56,-0.15,5.01,0.06,120.94,199.48,-141.49,8.06
01.04.2012,2,5,47,35,6,0,7,20,68,12.08,120.76,354.27,-0.28,154.71,-0.16,4.95,0.06,108.68,199.56,-142.63,7.13
31.03.2012,10,2,56,51,8,0,9,39,125,11.09,107.96,354.6,-0.38,154.88,-0.18,4.89,0.06,96.87,199.72,-143.79,6.2
30.03.2012,10,3,49,88,17,2,16,15,160,10.11,95.53,355.02,-0.47,155.07,-0.19,4.83,0.06,85.43,199.96,-144.96,5.27
29.03.2012,8,5,41,124,9,0,9,13,129,9.12,83.4,355.54,-0.56,155.26,-0.2,4.78,0.06,74.28,200.28,-146.14,4.34
28.03.2012,2,4,59,97,8,8,23,37,102,8.13,71.46,356.14,-0.64,155.47,-0.22,4.72,0.06,63.33,200.67,-147.34,3.41
27.03.2012,3,3,40,89,8,0,8,15,131,7.14,59.65,356.82,-0.72,155.69,-0.23,4.66,0.06,52.51,201.13,-148.55,2.48
26.03.2012,4,4,47,107,12,0,20,27,166,6.15,47.87,357.57,-0.78,155.93,-0.24,4.61,0.06,41.72,201.64,-149.78,1.54
25.03.2012,5,6,33,46,7,0,8,49,62,5.16,36.07,358.38,-0.84,156.17,-0.25,4.55,0.06,30.91,202.21,-151.01,0.61
24.03.2012,9,8,46,71,9,0,20,89,94,4.21,24.68,359.2,-0.87,156.42,-0.26,4.49,0.06,20.47,202.78,-152.21,-0.29
23.03.2012,7,3,47,75,16,1,18,32,152,3.22,12.68,0.09,-0.9,156.69,-0.28,4.44,0.06,9.46,203.4,-153.47,-1.22
22.03.2012,6,2,46,102,9,0,9,40,110,2.22,0.53,0.99,-0.9,156.97,-0.29,4.38,0.06,-1.69,204.02,-154.75,-2.16
21.03.2012,12,4,50,84,8,1,11,28,103,1.23,348.22,1.89,-0.89,157.26,-0.3,4.32,0.06,-13.01,204.62,-156.03,-3.09
20.03.2012,2,1,54,107,10,0,12,27,132,0.24,335.74,2.76,-0.86,157.57,-0.31,4.27,0.06,-24.5,205.2,-157.33,-4.03
19.03.2012,8,2,70,105,5,2,4,39,133,359.24,323.07,3.59,-0.8,157.88,-0.32,4.21,0.06,-36.17,205.72,-158.63,-4.96
18.03.2012,10,7,44,46,9,0,9,43,65,358.25,310.22,4.36,-0.73,158.2,-0.33,4.15,0.06,-48.03,206.16,-159.95,-5.9
17.03.2012,4,8,47,55,12,1,16,39,110,357.25,297.16,5.06,-0.65,158.53,-0.34,4.1,0.06,-60.1,206.52,-161.28,-6.84
16.03.2012,4,6,63,89,9,0,9,33,154,356.26,283.88,5.65,-0.54,158.87,-0.34,4.04,0.06,-72.38,206.78,-162.61,-7.78
15.03.2012,6,3,63,103,18,0,25,28,178,355.26,270.34,6.14,-0.43,159.22,-0.35,3.98,0.06,-84.92,206.91,-163.96,-8.72
14.03.2012,4,5,62,85,10,0,16,25,131,354.27,256.54,6.5,-0.3,159.58,-0.36,3.93,0.06,-97.73,206.92,-165.31,-9.66
13.03.2012,6,2,64,100,10,0,10,18,111,353.27,242.44,6.73,-0.16,159.94,-0.37,3.87,0.06,-110.83,206.79,-166.67,-10.6
12.03.2012,2,4,60,97,18,1,27,23,164,352.27,228.06,6.82,-0.02,160.31,-0.37,3.81,0.06,-124.21,206.51,-168.04,-11.54
11.03.2012,5,7,36,47,9,0,9,45,55,351.27,213.44,6.77,0.13,160.69,-0.38,3.76,0.06,-137.83,206.08,-169.41,-12.48
10.03.2012,8,4,50,79,9,1,11,110,118,350.28,198.65,6.57,0.27,161.07,-0.38,3.7,0.06,-151.63,205.5,-170.79,-13.42
09.03.2012,3,2,55,88,5,0,8,38,144,349.28,183.8,6.22,0.42,161.45,-0.39,3.64,0.06,-165.47,204.77,-172.17,-14.37
08.03.2012,4,2,60,88,9,1,10,15,131,348.28,169.04,5.72,0.57,161.84,-0.39,3.59,0.06,-179.24,203.89,-173.56,-15.31
07.03.2012,8,0,61,108,8,2,9,21,128,347.28,154.51,5.09,0.71,162.23,-0.39,3.53,0.06,167.23,202.86,-174.95,-16.25
06.03.2012,3,3,54,82,8,1,11,19,0,346.28,140.32,4.31,0.84,162.62,-0.39,3.48,0.06,154.04,201.69,-176.34,-17.2
05.03.2012,5,3,61,111,6,0,7,61,133,345.28,126.55,3.4,0.97,163.02,-0.4,3.42,0.05,141.27,200.38,-177.74,-18.15
04.03.2012,6,4,35,49,4,0,5,33,43,344.28,113.24,2.37,1.09,163.41,-0.4,3.37,0.05,128.96,198.96,-179.14,-19.09
03.03.2012,8,7,64,69,5,0,5,34,107,343.27,100.36,1.22,1.2,163.81,-0.4,3.31,0.05,117.09,197.41,179.47,-20.04
02.03.2012,10,1,43,89,6,0,7,27,130,342.27,87.87,359.96,1.31,164.2,-0.39,3.26,0.05,105.6,195.76,178.07,-20.99
01.03.2012,6,1,49,92,11,1,13,23,127,341.27,75.69,358.61,1.4,164.6,-0.39,3.21,0.05,94.42,194.01,176.67,-21.94
29.02.2012,4,2,54,90,9,0,9,15,128,340.26,63.73,357.17,1.48,164.99,-0.39,3.15,0.05,83.47,192.18,175.28,-22.89
28.02.2012,5,2,34,82,10,0,13,21,168,339.26,51.9,355.65,1.56,165.38,-0.39,3.1,0.05,72.64,190.27,173.88,-23.84
27.02.2012,5,0,56,119,4,0,7,21,121,338.25,40.11,354.06,1.62,165.76,-0.38,3.04,0.05,61.86,188.3,172.49,-24.79
26.02.2012,4,3,43,48,7,0,10,33,68,337.25,28.27,352.41,1.67,166.14,-0.38,2.99,0.05,51.02,186.27,171.11,-25.74
25.02.2012,11,4,55,64,6,0,7,23,101,336.24,16.32,350.72,1.72,166.52,-0.37,2.94,0.05,40.08,184.2,169.73,-26.7
24.02.2012,5,2,53,99,7,0,8,30,188,335.24,4.19,348.98,1.75,166.89,-0.37,2.89,0.05,28.96,182.1,168.35,-27.65
23.02.2012,3,2,48,113,5,1,5,19,169,334.23,351.86,347.21,1.78,167.25,-0.36,2.83,0.05,17.63,179.96,166.98,-28.6
22.02.2012,6,2,65,96,2,0,3,25,0,333.22,339.29,345.42,1.81,167.61,-0.35,2.78,0.05,6.07,177.81,165.62,-29.56
21.02.2012,6,4,39,78,8,0,8,17,146,332.21,326.5,343.6,1.82,167.96,-0.34,2.73,0.05,-5.71,175.65,164.26,-30.52
20.02.2012,7,5,50,119,5,0,5,52,179,331.21,313.5,341.77,1.84,168.3,-0.34,2.68,0.05,-17.71,173.48,162.91,-31.47
19.02.2012,2,4,31,46,9,1,10,26,70,330.2,300.29,339.93,1.84,168.63,-0.33,2.63,0.05,-29.9,171.3,161.57,-32.43
18.02.2012,6,4,38,34,6,0,8,26,94,329.19,286.91,338.09,1.85,168.95,-0.32,2.58,0.05,-42.27,169.14,160.24,-33.39
17.02.2012,7,2,41,84,12,4,12,19,188,328.18,273.38,336.24,1.85,169.26,-0.31,2.53,0.05,-54.8,166.98,158.92,-34.35
16.02.2012,4,2,40,65,11,2,13,11,179,327.17,259.69,334.39,1.84,169.56,-0.3,2.48,0.05,-67.48,164.83,157.61,-35.31
15.02.2012,5,0,38,69,14,0,19,15,293,326.16,245.85,332.55,1.84,169.85,-0.28,2.43,0.05,-80.31,162.7,156.31,-36.27
14.02.2012,11,4,73,95,9,0,12,19,146,325.15,231.85,330.71,1.83,170.13,-0.27,2.38,0.05,-93.3,160.58,155.02,-37.24
13.02.2012,11,0,43,89,14,2,14,54,180,324.14,217.71,328.89,1.82,170.4,-0.26,2.34,0.05,-106.43,158.49,153.74,-38.2
12.02.2012,8,3,45,41,5,0,7,20,140,323.13,203.43,327.07,1.82,170.65,-0.25,2.29,0.05,-119.7,156.41,152.47,-39.16
11.02.2012,7,8,22,60,5,0,7,22,132,322.12,189.06,325.26,1.8,170.9,-0.24,2.24,0.05,-133.06,154.36,151.22,-40.13
10.02.2012,4,3,52,73,10,0,14,25,192,321.1,174.66,323.46,1.79,171.13,-0.23,2.2,0.05,-146.44,152.33,149.97,-41.09
09.02.2012,3,0,58,76,13,1,15,15,167,320.09,160.33,321.67,1.78,171.35,-0.21,2.15,0.05,-159.76,150.32,148.74,-42.06
08.02.2012,5,3,42,86,6,0,12,12,121,319.08,146.16,319.89,1.77,171.56,-0.2,2.11,0.05,-172.92,148.34,147.52,-43.03
08.02.2012,5,3,42,86,6,0,12,12,121,319.08,146.16,319.89,1.77,171.56,-0.2,2.11,0.05,-172.92,148.34,147.52,-43.03
07.02.2012,1,1,55,74,5,0,5,15,123,318.07,132.25,318.13,1.76,171.75,-0.19,2.06,0.04,174.18,146.38,146.32,-43.99
06.02.2012,3,0,45,80,9,1,14,17,117,317.05,118.66,316.38,1.75,171.93,-0.17,2.02,0.04,161.61,144.45,145.12,-44.96
05.02.2012,1,2,37,42,2,1,1,15,41,316.04,105.44,314.64,1.73,172.1,-0.16,1.97,0.04,149.4,142.54,143.94,-45.93
04.02.2012,4,2,51,33,2,1,2,14,76,315.03,92.6,312.91,1.72,172.25,-0.15,1.93,0.04,137.57,140.66,142.77,-46.9
03.02.2012,6,1,39,79,7,0,7,11,138,314.01,80.1,311.19,1.71,172.39,-0.14,1.89,0.04,126.09,138.8,141.62,-47.87
02.02.2012,6,1,40,73,11,1,12,9,103,313.0,67.89,309.49,1.7,172.52,-0.12,1.84,0.04,114.89,136.97,140.48,-48.85
01.02.2012,2,3,57,62,5,0,6,10,114,311.98,55.9,307.8,1.69,172.64,-0.11,1.8,0.04,103.92,135.16,139.35,-49.82
31.01.2012,5,2,55,81,6,0,11,11,129,310.97,44.05,306.12,1.67,172.74,-0.1,1.76,0.04,93.08,133.38,138.23,-50.79
30.01.2012,4,4,53,110,6,0,0,22,115,309.95,32.23,304.45,1.66,172.83,-0.08,1.72,0.04,82.28,131.62,137.12,-51.77
29.01.2012,1,3,34,36,1,0,2,20,46,308.94,20.37,302.79,1.65,172.91,-0.07,1.68,0.04,71.43,129.89,136.03,-52.75
28.01.2012,4,3,38,61,6,1,10,34,79,307.92,8.38,301.15,1.64,172.97,-0.06,1.64,0.04,60.46,128.18,134.95,-53.72
27.01.2012,6,2,40,77,8,1,7,30,126,306.9,356.18,299.51,1.63,173.02,-0.04,1.6,0.04,49.28,126.49,133.89,-54.7
26.01.2012,6,3,53,68,13,1,13,15,137,305.89,343.73,297.89,1.62,173.06,-0.03,1.57,0.04,37.84,124.83,132.83,-55.68
25.01.2012,3,3,66,105,6,1,9,13,146,304.87,330.98,296.27,1.61,173.08,-0.02,1.53,0.04,26.11,123.19,131.79,-56.66
24.01.2012,7,3,59,94,12,0,12,13,128,303.85,317.92,294.67,1.6,173.09,-0.01,1.49,0.04,14.07,121.58,130.76,-57.64
23.01.2012,11,4,77,94,8,3,6,26,142,302.83,304.58,293.07,1.59,173.09,0.01,1.46,0.04,1.74,119.98,129.74,-58.62
22.01.2012,1,4,35,37,4,0,4,23,58,301.82,290.97,291.49,1.58,173.08,0.02,1.42,0.03,-10.85,118.41,128.74,-59.6
21.01.2012,5,5,41,60,7,3,9,48,105,300.8,277.16,289.91,1.57,173.05,0.03,1.39,0.03,-23.64,116.86,127.75,-60.59
20.01.2012,9,5,53,61,8,1,12,18,162,299.78,263.19,288.35,1.56,173.01,0.04,1.35,0.03,-36.59,115.33,126.77,-61.57
19.01.2012,3,4,66,99,9,0,9,30,145,298.76,249.13,286.79,1.55,172.96,0.06,1.32,0.03,-49.63,113.83,125.8,-62.56
18.01.2012,0,1,45,87,7,0,9,17,140,297.74,235.01,285.24,1.54,172.9,0.07,1.29,0.03,-62.74,112.34,124.84,-63.54
17.01.2012,0,1,50,87,11,0,16,21,168,296.73,220.87,283.7,1.53,172.83,0.08,1.26,0.03,-75.86,110.88,123.9,-64.53
16.01.2012,4,1,53,104,8,1,8,14,163,295.71,206.73,282.17,1.53,172.74,0.09,1.22,0.03,-88.98,109.43,122.97,-65.52
15.01.2012,4,4,26,45,3,0,9,17,94,294.69,192.62,280.65,1.52,172.65,0.1,1.19,0.03,-102.07,108.01,122.04,-66.51
14.01.2012,3,2,32,59,11,1,22,31,234,293.67,178.56,279.14,1.51,172.54,0.11,1.17,0.03,-115.11,106.6,121.13,-67.49
13.01.2012,7,6,62,86,9,0,13,24,183,292.65,164.58,277.64,1.5,172.42,0.12,1.14,0.03,-128.07,105.22,120.23,-68.48
12.01.2012,12,4,68,107,16,3,23,24,123,291.63,150.73,276.15,1.49,172.29,0.13,1.11,0.03,-140.91,103.85,119.34,-69.48
11.01.2012,5,2,63,107,20,1,20,28,128,290.61,137.04,274.66,1.48,172.15,0.14,1.08,0.03,-153.58,102.51,118.46,-70.47
10.01.2012,3,1,64,98,12,1,14,10,167,289.6,123.56,273.19,1.47,172.0,0.15,1.05,0.03,-166.03,101.19,117.59,-71.46
09.01.2012,8,2,71,103,12,0,16,16,129,288.58,110.33,271.72,1.46,171.84,0.16,1.03,0.03,-178.24,99.88,116.74,-72.45
08.01.2012,4,2,46,28,14,1,15,19,74,287.56,97.38,270.27,1.45,171.67,0.17,1.0,0.02,169.82,98.6,115.89,-73.45
07.01.2012,5,1,66,55,7,1,6,26,91,286.54,84.71,268.82,1.44,171.49,0.18,0.98,0.02,158.17,97.33,115.05,-74.44
06.01.2012,4,3,38,29,7,0,7,20,55,285.52,72.3,267.39,1.43,171.3,0.19,0.96,0.02,146.78,96.09,114.22,-75.44
05.01.2012,8,3,68,96,7,0,15,13,151,284.5,60.13,265.97,1.41,171.11,0.2,0.93,0.02,135.63,94.87,113.4,-76.43
04.01.2012,7,3,51,82,16,2,15,15,136,283.48,48.14,264.57,1.4,170.9,0.21,0.91,0.02,124.66,93.67,112.58,-77.43
03.01.2012,4,4,50,83,14,0,17,19,121,282.46,36.28,263.18,1.38,170.68,0.22,0.89,0.02,113.81,92.5,111.78,-78.43
02.01.2012,8,9,44,97,12,2,13,23,95,281.44,24.45,261.81,1.37,170.46,0.23,0.87,0.02,103.01,91.35,110.99,-79.43
01.01.2012,4,6,29,20,5,2,6,29,34,280.43,12.59,260.45,1.35,170.22,0.24,0.85,0.02,92.16,90.23,110.2,-80.43
31.12.2011,4,3,44,55,9,2,10,25,119,279.41,0.6,259.11,1.33,169.98,0.25,0.83,0.02,81.2,89.13,109.42,-81.43
30.12.2011,6,3,77,94,9,0,9,19,121,278.39,348.41,257.8,1.3,169.73,0.25,0.82,0.02,70.03,88.07,108.66,-82.43
29.12.2011,3,3,55,79,8,1,9,16,105,277.37,335.95,256.51,1.28,169.47,0.26,0.8,0.02,58.58,87.04,107.9,-83.43
28.12.2011,7,5,52,88,5,0,5,16,109,276.35,323.16,255.25,1.25,169.21,0.27,0.78,0.02,46.81,86.04,107.14,-84.43
27.12.2011,13,3,65,70,12,2,13,48,114,275.33,309.99,254.02,1.21,168.93,0.28,0.77,0.01,34.66,85.09,106.4,-85.44
26.12.2011,4,6,25,25,6,0,10,11,80,274.31,296.44,252.82,1.17,168.65,0.29,0.75,0.01,22.13,84.17,105.66,-86.44
25.12.2011,5,2,29,10,6,1,6,11,31,273.29,282.54,251.67,1.13,168.36,0.29,0.74,0.01,9.25,83.31,104.93,-87.45
24.12.2011,5,0,38,35,7,1,6,12,66,272.27,268.34,250.56,1.08,168.06,0.3,0.73,0.01,-3.93,82.5,104.21,-88.46
23.12.2011,2,4,57,73,6,0,8,26,318,271.25,253.92,249.51,1.03,167.76,0.31,0.72,0.01,-17.34,81.75,103.49,-89.46
22.12.2011,3,1,44,86,14,1,17,11,206,270.23,239.37,248.51,0.96,167.45,0.31,0.71,0.01,-30.87,81.06,102.79,-90.47
21.12.2011,2,2,68,64,18,1,27,19,367,269.21,224.79,247.58,0.89,167.13,0.32,0.7,0.01,-44.43,80.45,102.08,-91.48
20.12.2011,7,2,52,92,11,1,11,14,155,268.2,210.27,246.73,0.81,166.81,0.33,0.69,0.01,-57.92,79.93,101.39,-92.49
19.12.2011,5,3,59,106,11,0,12,18,0,267.18,195.89,245.97,0.72,166.47,0.33,0.68,0.01,-71.29,79.49,100.7,-93.5
18.12.2011,6,6,49,39,6,0,8,16,77,266.16,181.7,245.3,0.61,166.14,0.34,0.67,0.01,-84.46,79.16,100.02,-94.51
17.12.2011,3,6,57,69,20,1,24,41,106,265.14,167.72,244.74,0.5,165.79,0.35,0.66,0.01,-97.42,78.95,99.35,-95.52
16.12.2011,7,1,55,93,21,0,23,23,195,264.12,153.98,244.31,0.37,165.44,0.35,0.66,0.01,-110.15,78.87,98.68,-96.53
15.12.2011,3,2,46,100,13,1,14,27,154,263.11,140.47,244.01,0.22,165.08,0.36,0.65,0.0,-122.64,78.93,98.02,-97.55
14.12.2011,6,5,46,97,22,2,23,14,146,262.09,127.2,243.87,0.06,164.72,0.37,0.65,0.0,-134.89,79.15,97.37,-98.56
13.12.2011,3,2,45,99,13,1,17,19,179,261.07,114.16,243.89,-0.11,164.35,0.37,0.65,0.0,-146.91,79.53,96.72,-99.57
12.12.2011,6,6,81,132,14,1,14,52,141,260.06,101.34,244.08,-0.29,163.98,0.38,0.64,0.0,-158.72,80.1,96.08,-100.59
11.12.2011,4,5,51,57,9,1,14,28,95,259.04,88.73,244.46,-0.47,163.6,0.38,0.64,0.0,-170.31,80.86,95.44,-101.6
10.12.2011,3,3,41,56,27,2,31,25,144,258.03,76.33,245.03,-0.66,163.22,0.39,0.64,0.0,178.3,81.82,94.81,-102.62
09.12.2011,11,4,47,96,15,5,16,25,196,257.01,64.1,245.79,-0.85,162.83,0.39,0.64,-0.0,167.09,82.96,94.18,-103.63
08.12.2011,1,2,49,79,16,2,15,14,142,255.99,52.04,246.72,-1.02,162.43,0.4,0.64,-0.0,156.04,84.29,93.56,-104.65
07.12.2011,3,2,52,119,12,0,16,25,195,254.98,40.1,247.81,-1.16,162.03,0.4,0.65,-0.0,145.12,85.78,92.95,-105.67
06.12.2011,0,7,42,95,15,2,16,14,150,253.96,28.24,249.03,-1.28,161.63,0.41,0.65,-0.0,134.27,87.41,92.34,-106.68
05.12.2011,5,0,63,114,21,0,24,62,195,252.95,16.41,250.35,-1.35,161.22,0.41,0.65,-0.0,123.46,89.13,91.73,-107.7
04.12.2011,3,10,50,52,15,1,15,52,88,251.94,4.54,251.72,-1.38,160.8,0.42,0.66,-0.01,112.61,90.92,91.13,-108.72
03.12.2011,10,3,46,61,9,0,9,30,149,250.92,352.58,253.1,-1.37,160.38,0.42,0.66,-0.01,101.66,92.72,90.54,-109.74
02.12.2011,8,1,62,98,10,0,11,25,147,249.91,340.44,254.44,-1.3,159.96,0.43,0.67,-0.01,90.53,94.48,89.95,-110.76
01.12.2011,11,5,49,100,17,0,20,31,163,248.89,328.04,255.69,-1.2,159.53,0.43,0.68,-0.01,79.15,96.16,89.36,-111.78
30.11.2011,3,0,56,84,18,1,19,21,237,247.88,315.32,256.83,-1.06,159.1,0.43,0.68,-0.01,67.44,97.73,88.78,-112.8
29.11.2011,4,2,62,106,11,0,11,16,153,246.87,302.21,257.82,-0.91,158.66,0.44,0.69,-0.01,55.34,99.15,88.21,-113.82
28.11.2011,7,5,59,118,10,1,12,35,134,245.85,288.68,258.63,-0.73,158.22,0.44,0.7,-0.01,42.82,100.41,87.63,-114.85
27.11.2011,10,7,33,50,8,1,8,42,59,244.84,274.71,259.27,-0.55,157.78,0.45,0.71,-0.01,29.86,101.5,87.07,-115.87
26.11.2011,3,2,55,68,5,1,5,48,111,243.83,260.33,259.73,-0.37,157.33,0.45,0.72,-0.01,16.5,102.41,86.5,-116.89
