Data,Rozboje,Bójki i pobicia,Kradzieże z włamaniem,Kradzieże,Wypadki drogowe,Zabici w wypadkach,Ranni w wypadkach,Nietrzeźwi kierujący,Kolizje drogowe
25.06.2011,11,3,36,69,7,1,10,44,102
24.06.2011,6,8,40,116,11,1,12,51,115
23.06.2011,10,2,27,49,7,2,8,38,52
22.06.2011,4,4,49,112,16,1,20,42,196
21.06.2011,0,2,47,114,15,0,20,28,144
20.06.2011,7,4,57,123,13,2,15,20,145
19.06.2011,7,6,23,56,9,1,12,44,82
18.06.2011,11,3,32,71,9,1,10,43,97
17.06.2011,6,1,40,93,7,0,8,46,162
16.06.2011,7,5,49,102,14,0,18,40,146
15.06.2011,11,4,37,125,14,0,19,15,160
14.06.2011,8,4,44,118,13,0,18,26,136
13.06.2011,8,3,51,115,16,0,23,101,152
12.06.2011,6,5,29,63,9,0,9,59,87
11.06.2011,8,3,46,57,13,1,14,49,106
10.06.2011,10,3,45,88,13,3,15,39,147
09.06.2011,2,6,52,97,8,0,8,29,0
08.06.2011,6,2,42,118,11,0,13,29,145
07.06.2011,5,2,49,142,11,0,15,36,140
06.06.2011,10,8,51,116,20,1,25,80,137
05.06.2011,7,11,45,57,12,1,11,48,208
04.06.2011,3,5,37,70,19,1,28,48,115
03.06.2011,5,1,39,86,2,0,2,15,168
02.06.2011,11,5,35,106,9,0,9,34,130
01.06.2011,4,4,43,115,11,0,15,28,140
31.05.2011,5,2,56,114,16,0,22,32,147
30.05.2011,5,3,56,132,15,1,16,30,141
29.05.2011,4,8,47,56,15,2,25,36,93
28.05.2011,5,5,46,65,13,0,17,21,155
27.05.2011,6,4,40,117,19,1,26,41,154
26.05.2011,11,7,56,108,17,1,21,21,182
25.05.2011,4,4,60,124,9,2,6,33,148
24.05.2011,8,0,55,117,13,1,15,22,171
23.05.2011,11,3,63,116,9,0,11,37,136
22.05.2011,3,8,26,58,16,0,24,41,68
21.05.2011,4,7,34,84,10,1,13,35,111
20.05.2011,7,3,44,95,17,0,22,28,158
19.05.2011,7,1,57,98,15,1,15,29,168
18.05.2011,4,9,42,128,16,1,18,37,146
17.05.2011,10,5,50,123,10,1,10,29,119
16.05.2011,5,3,63,110,12,1,17,82,152
15.05.2011,7,6,33,56,11,1,16,43,131
14.05.2011,8,8,35,77,17,3,17,54,107
13.05.2011,7,2,51,97,8,1,8,43,161
12.05.2011,3,5,45,82,13,2,17,34,170
11.05.2011,6,4,50,119,15,1,15,39,184
10.05.2011,8,3,56,106,12,0,15,25,164
09.05.2011,8,4,65,107,19,1,26,23,180
08.05.2011,4,6,47,53,9,2,10,38,82
07.05.2011,4,4,56,96,14,0,23,41,103
06.05.2011,7,4,59,107,7,1,6,30,160
05.05.2011,2,2,45,103,7,0,9,18,123
04.05.2011,6,4,69,100,10,1,11,57,185
03.05.2011,6,2,26,33,7,0,16,16,77
02.05.2011,6,2,65,81,8,1,11,31,105
01.05.2011,8,5,25,52,4,1,3,36,53
30.04.2011,10,4,41,68,17,2,19,30,115
29.04.2011,6,1,61,128,9,1,10,33,173
28.04.2011,3,3,64,107,7,1,9,25,149
27.04.2011,6,3,54,88,5,0,6,11,125
26.04.2011,5,4,62,112,7,0,8,41,148
25.04.2011,0,5,36,29,3,0,5,18,56
24.04.2011,3,8,30,18,4,1,6,23,62
23.04.2011,6,5,36,54,12,4,11,53,93
22.04.2011,9,3,47,78,21,1,24,34,170
21.04.2011,11,2,57,118,12,2,14,41,151
20.04.2011,8,3,52,103,16,2,19,31,188
19.04.2011,4,4,50,108,10,0,15,20,171
18.04.2011,5,5,75,116,16,1,18,71,133
17.04.2011,8,4,38,52,15,0,16,38,67
16.04.2011,9,6,63,74,17,2,16,45,118
15.04.2011,6,7,54,94,12,1,13,39,151
14.04.2011,2,4,49,95,8,0,9,24,66
13.04.2011,4,3,44,116,10,0,11,32,184
12.04.2011,8,3,59,93,7,0,8,27,141
11.04.2011,9,3,60,122,4,1,5,32,108
10.04.2011,9,10,38,48,6,1,10,45,66
09.04.2011,9,3,57,93,6,0,8,53,110
08.04.2011,5,0,59,113,6,0,6,34,130
07.04.2011,5,1,61,99,5,0,8,30,139
06.04.2011,5,4,63,112,7,0,7,29,90
05.04.2011,4,4,69,101,5,0,5,25,139
04.04.2011,8,5,74,108,9,1,9,39,165
03.04.2011,7,7,42,53,11,3,26,46,71
02.04.2011,3,5,52,60,4,0,7,42,103
01.04.2011,7,2,56,104,17,0,19,32,173
31.03.2011,8,4,56,110,6,1,6,33,118
30.03.2011,3,4,60,114,10,0,10,35,149
29.03.2011,6,3,64,114,11,3,15,28,146
28.03.2011,8,5,66,119,4,0,9,31,107
27.03.2011,2,3,39,29,8,0,11,31,61
26.03.2011,7,1,64,86,12,0,18,99,107
25.03.2011,7,2,71,115,7,0,7,33,119
24.03.2011,9,4,69,106,12,2,11,29,182
23.03.2011,6,4,69,107,11,0,13,29,141
22.03.2011,5,5,62,114,3,0,5,36,143
21.03.2011,11,3,69,110,7,2,6,24,156
20.03.2011,4,8,28,37,4,0,9,50,59
19.03.2011,7,5,64,49,8,0,10,67,136
18.03.2011,9,2,57,113,12,0,20,25,188
17.03.2011,7,5,60,98,10,1,17,27,183
16.03.2011,8,2,55,103,8,1,9,29,129
15.03.2011,8,3,78,117,11,0,12,29,138
14.03.2011,8,6,79,139,5,0,8,79,141
13.03.2011,9,4,48,51,11,1,13,41,60
12.03.2011,6,6,61,71,13,3,15,38,92
11.03.2011,10,2,60,86,13,1,16,33,166
10.03.2011,10,2,60,86,13,1,16,33,166
09.03.2011,4,2,73,109,7,2,6,26,136
08.03.2011,4,6,53,100,7,2,6,29,173
07.03.2011,6,7,79,112,8,1,7,34,135
06.03.2011,4,5,45,46,5,0,7,38,53
05.03.2011,6,3,82,83,10,0,16,45,92
04.03.2011,4,2,85,73,8,1,10,35,165
03.03.2011,6,2,59,97,6,2,3,37,133
02.03.2011,4,2,74,129,7,2,7,24,176
01.03.2011,5,1,72,98,9,0,14,19,151
28.02.2011,6,1,79,120,13,1,15,19,130
27.02.2011,2,4,48,47,6,0,10,33,75
26.02.2011,8,2,64,64,5,0,10,30,110
25.02.2011,6,3,57,106,7,0,9,29,190
24.02.2011,2,1,72,120,6,1,11,16,172
23.02.2011,3,2,52,104,11,2,9,16,147
22.02.2011,4,3,57,90,4,0,4,15,155
21.02.2011,10,4,58,110,7,0,9,66,150
20.02.2011,10,3,41,49,5,0,6,34,69
19.02.2011,8,1,70,80,7,2,11,38,129
18.02.2011,6,4,51,111,10,2,10,30,168
17.02.2011,2,2,65,105,6,0,8,29,137
16.02.2011,2,2,68,97,3,0,0,20,112
15.02.2011,7,2,47,108,9,0,7,23,144
14.02.2011,5,4,84,103,10,4,10,27,123
13.02.2011,0,9,48,51,9,3,13,33,60
12.02.2011,9,4,68,76,4,0,4,45,119
11.02.2011,7,4,63,116,14,0,17,28,200
10.02.2011,7,7,63,139,12,0,17,26,139
09.02.2011,6,3,72,88,12,1,11,31,136
08.02.2011,6,4,107,74,8,1,11,36,121
07.02.2011,11,6,91,116,12,0,14,74,155
06.02.2011,7,2,65,64,12,1,24,39,71
05.02.2011,8,1,75,78,5,0,9,33,84
04.02.2011,8,3,69,105,12,0,14,20,179
03.02.2011,5,2,66,120,11,1,15,24,162
02.02.2011,4,4,61,112,13,2,14,27,219
01.02.2011,6,3,56,129,12,1,17,19,129
31.01.2011,10,2,57,87,7,0,17,19,66
29.01.2011,6,1,67,61,4,0,5,29,112
28.01.2011,3,4,76,98,7,2,5,43,131
27.01.2011,9,1,80,103,5,3,5,23,147
26.01.2011,6,4,85,100,6,0,6,16,156
25.01.2011,5,2,63,102,4,0,6,17,90
24.01.2011,6,4,61,99,10,0,13,22,138
23.01.2011,9,1,33,49,8,1,10,24,134
22.01.2011,5,2,56,61,7,0,10,65,77
21.01.2011,3,2,65,90,7,1,10,26,169
20.01.2011,6,2,70,95,6,0,8,22,138
19.01.2011,4,2,57,107,8,0,14,23,141
18.01.2011,8,3,70,85,6,0,8,23,143
17.01.2011,6,3,75,103,26,1,37,25,266
16.01.2011,6,7,35,49,9,1,15,28,97
15.01.2011,10,3,59,59,10,1,13,18,155
14.01.2011,12,4,62,95,9,1,9,22,190
13.01.2011,4,3,55,101,14,2,14,31,139
12.01.2011,7,5,58,94,8,1,10,15,144
11.01.2011,9,5,83,116,3,0,5,16,162
10.01.2011,8,2,66,88,8,0,10,18,174
09.01.2011,10,4,50,60,6,0,7,27,94
08.01.2011,9,5,74,101,9,1,11,15,196
07.01.2011,2,4,43,31,2,0,2,22,38
06.01.2011,2,4,43,31,2,0,2,22,38
05.01.2011,3,1,66,78,7,2,8,12,178
04.01.2011,3,3,60,75,11,3,13,12,200
02.01.2011,3,2,24,30,0,0,0,8,52
01.01.2011,3,4,48,25,3,0,4,38,46
31.12.2010,2,0,46,68,5,0,9,18,134
30.12.2010,4,3,61,94,5,1,8,18,174
29.12.2010,7,0,47,88,4,0,4,13,134
28.12.2010,1,1,50,79,1,0,1,9,176
27.12.2010,7,2,58,64,4,0,5,44,126
26.12.2010,3,5,29,12,3,0,4,20,50
25.12.2010,1,5,21,17,4,1,4,16,50
24.12.2010,6,3,37,38,9,0,12,20,110
23.12.2010,5,5,50,102,10,0,19,28,211
21.12.2010,6,0,68,121,10,0,10,14,241
20.12.2010,6,7,60,105,7,0,9,26,206
19.12.2010,6,7,30,40,4,0,5,40,113
18.12.2010,2,1,49,66,6,1,7,32,160
17.12.2010,4,4,41,87,9,1,8,15,278
16.12.2010,6,3,54,104,5,0,5,6,256
15.12.2010,5,1,46,100,7,1,12,14,259
14.12.2010,6,2,59,80,7,0,11,11,328
13.12.2010,3,3,59,104,7,0,8,31,262
12.12.2010,9,7,22,44,9,3,7,19,114
11.12.2010,6,0,39,59,10,1,15,22,180
10.12.2010,5,2,55,82,13,5,10,17,182
09.12.2010,7,4,53,92,8,0,8,22,179
08.12.2010,11,2,58,76,11,3,11,15,179
07.12.2010,7,2,49,97,4,0,7,20,202
06.12.2010,6,4,57,104,4,2,6,44,179
05.12.2010,5,5,31,59,7,2,11,17,75
04.12.2010,6,3,37,65,8,0,8,19,191
03.12.2010,3,3,45,80,6,1,7,15,273
02.12.2010,5,3,46,77,8,0,9,12,193
01.12.2010,9,5,55,87,4,0,4,10,227
30.11.2010,5,4,53,82,6,1,6,16,150
29.11.2010,10,5,72,86,15,2,22,22,252
28.11.2010,4,3,62,53,7,3,9,65,93
27.11.2010,2,4,57,72,13,2,18,30,232
26.11.2010,4,3,63,98,11,2,11,22,196
25.11.2010,7,4,52,89,16,1,22,21,179
24.11.2010,4,4,73,126,8,0,12,24,204
23.11.2010,8,2,61,117,19,0,20,27,142
22.11.2010,2,1,70,106,17,1,21,28,165
21.11.2010,2,3,50,56,13,0,17,42,77
20.11.2010,12,6,51,65,14,2,14,62,125
19.11.2010,4,7,65,90,15,2,15,46,204
18.11.2010,5,4,46,84,11,2,12,23,212
17.11.2010,10,3,78,94,7,0,11,18,149
16.11.2010,7,2,60,85,13,3,11,21,134
15.11.2010,13,3,67,130,13,2,11,44,162
14.11.2010,7,11,40,43,13,3,10,48,96
13.11.2010,6,5,59,62,14,0,20,41,103
12.11.2010,4,2,79,99,19,2,18,33,191
11.11.2010,7,6,29,57,12,2,13,45,70
10.11.2010,6,1,54,106,13,2,14,24,210
09.11.2010,9,2,62,116,15,0,17,26,183
08.11.2010,17,5,58,122,19,1,23,29,227
07.11.2010,7,7,50,55,7,0,8,53,88
06.11.2010,9,6,75,87,16,2,17,65,118
05.11.2010,12,3,65,109,13,2,14,39,138
04.11.2010,5,1,56,117,9,0,9,31,159
03.11.2010,13,3,68,117,10,0,12,17,140
02.11.2010,12,2,89,132,9,0,10,68,174
01.11.2010,4,3,51,40,5,0,8,43,69
31.10.2010,9,12,48,48,11,1,12,56,154
30.10.2010,8,3,44,67,17,2,20,36,154
29.10.2010,9,3,67,143,19,0,24,23,198
28.10.2010,4,1,62,97,8,0,8,21,175
27.10.2010,9,7,64,104,11,1,14,29,184
26.10.2010,4,3,65,104,11,1,10,34,154
25.10.2010,3,2,76,112,14,1,16,27,225
24.10.2010,9,4,60,42,14,2,15,38,73
23.10.2010,11,9,45,79,10,2,15,63,124
22.10.2010,4,1,73,76,13,1,14,36,170
21.10.2010,8,3,72,113,18,2,19,30,193
20.10.2010,5,1,54,102,7,0,8,23,162
19.10.2010,5,4,68,103,11,0,13,32,164
18.10.2010,4,5,61,90,10,1,9,74,187
17.10.2010,7,3,45,40,13,1,19,57,55
16.10.2010,9,3,63,92,6,0,6,56,118
15.10.2010,3,1,64,100,15,2,23,33,238
14.10.2010,8,7,81,138,19,2,23,45,152
13.10.2010,4,5,51,71,4,2,4,17,154
12.10.2010,1,1,61,87,12,1,13,15,168
11.10.2010,8,3,77,101,16,3,16,38,194
10.10.2010,12,8,36,56,6,1,6,53,90
09.10.2010,4,4,47,64,15,0,16,59,163
08.10.2010,4,4,83,114,17,1,22,38,211
07.10.2010,3,3,57,86,10,0,14,31,158
06.10.2010,5,3,53,104,19,1,22,28,195
05.10.2010,4,4,66,98,8,3,6,22,159
04.10.2010,6,6,53,123,17,2,19,26,187
03.10.2010,12,8,49,50,11,0,19,27,91
02.10.2010,3,4,66,72,9,2,12,38,129
01.10.2010,2,4,53,101,9,2,12,37,180
30.09.2010,3,0,40,113,12,1,14,18,167
29.09.2010,5,0,53,101,12,3,11,26,213
28.09.2010,3,5,66,106,13,1,11,19,225
27.09.2010,6,3,76,101,15,0,18,60,242
26.09.2010,12,7,36,45,16,2,26,40,118
25.09.2010,8,4,48,85,7,2,7,47,114
24.09.2010,3,0,44,86,13,2,12,38,182
23.09.2010,5,1,54,124,12,1,25,25,158
22.09.2010,5,5,55,131,12,2,14,36,167
21.09.2010,7,1,58,136,16,1,17,35,178
20.09.2010,7,4,73,122,8,0,9,34,178
19.09.2010,8,4,37,42,9,0,12,37,75
18.09.2010,7,5,44,87,13,1,19,53,105
17.09.2010,8,4,82,114,9,2,7,34,187
16.09.2010,9,1,66,101,12,2,15,34,189
15.09.2010,9,2,63,109,10,3,8,40,212
13.09.2010,6,8,78,113,12,0,15,33,164
12.09.2010,5,11,43,46,13,0,15,67,79
11.09.2010,8,7,49,63,10,0,20,54,148
10.09.2010,9,5,56,107,17,2,22,45,183
09.09.2010,5,3,67,99,16,1,17,31,235
08.09.2010,7,4,54,114,7,1,7,34,126
07.09.2010,3,3,54,86,11,2,10,19,164
06.09.2010,3,4,53,127,10,1,9,33,161
05.09.2010,5,8,58,64,16,2,22,46,86
04.09.2010,5,2,65,92,14,1,17,31,129
03.09.2010,8,1,56,103,11,0,14,24,176
02.09.2010,6,1,59,118,9,0,12,29,169
01.09.2010,2,2,47,109,12,2,12,20,229
31.08.2010,4,0,58,102,9,3,11,18,214
30.08.2010,11,2,76,116,12,0,19,28,205
29.08.2010,6,5,39,42,11,0,13,42,86
28.08.2010,8,2,57,66,7,0,7,52,163
27.08.2010,11,2,56,119,15,0,22,27,195
26.08.2010,6,5,56,117,17,1,23,39,137
25.08.2010,11,1,48,106,9,0,10,38,146
24.08.2010,2,6,60,106,16,2,17,26,154
23.08.2010,8,0,87,127,18,3,18,55,152
22.08.2010,4,6,36,52,12,1,23,57,87
21.08.2010,4,2,39,72,9,1,16,83,121
20.08.2010,5,7,56,106,19,3,25,37,178
19.08.2010,7,2,66,128,9,1,8,31,176
18.08.2010,6,4,54,124,10,0,11,33,117
17.08.2010,6,4,48,110,14,1,18,26,151
16.08.2010,8,3,65,133,10,1,16,27,156
15.08.2010,6,5,22,47,12,1,13,54,88
14.08.2010,5,4,27,74,20,1,21,89,133
13.08.2010,7,0,47,106,15,1,19,42,156
12.08.2010,2,5,37,120,12,1,13,45,139
11.08.2010,6,1,39,124,6,0,6,42,149
10.08.2010,5,2,49,123,19,1,22,43,153
09.08.2010,10,5,43,146,11,0,13,0,166
08.08.2010,8,3,47,57,11,2,11,57,72
07.08.2010,8,3,51,95,9,0,13,63,116
06.08.2010,3,3,53,91,16,1,21,42,160
05.08.2010,5,1,50,114,10,0,13,29,133
04.08.2010,15,2,50,121,9,0,15,30,151
03.08.2010,2,5,48,88,14,2,17,44,142
02.08.2010,3,6,66,117,11,1,13,48,131
01.08.2010,9,5,44,54,7,0,9,47,72
31.07.2010,7,7,46,75,11,0,16,34,94
30.07.2010,6,1,66,86,13,1,14,32,157
29.07.2010,3,3,57,97,13,1,14,39,139
28.07.2010,5,1,56,85,6,0,8,28,229
27.07.2010,6,1,58,103,7,2,10,36,139
26.07.2010,8,1,61,121,18,0,22,35,102
25.07.2010,5,8,46,47,13,0,18,55,89
24.07.2010,8,5,52,75,11,2,11,60,116
23.07.2010,8,3,51,131,12,0,15,35,158
22.07.2010,2,2,49,101,10,0,25,39,126
21.07.2010,4,2,58,117,8,0,12,37,135
20.07.2010,3,3,57,112,10,1,9,27,124
19.07.2010,8,4,52,131,11,0,25,34,144
18.07.2010,5,1,23,58,7,0,14,30,81
17.07.2010,7,2,35,89,9,0,14,59,109
16.07.2010,8,1,37,104,9,1,10,23,179
15.07.2010,4,3,41,116,10,2,13,25,145
14.07.2010,10,2,59,112,19,0,24,47,153
13.07.2010,4,4,41,107,10,0,12,27,150
12.07.2010,5,5,60,119,13,1,24,84,154
11.07.2010,7,14,35,67,18,0,31,52,100
10.07.2010,5,4,39,81,10,0,9,49,120
09.07.2010,5,2,52,107,16,1,18,42,167
08.07.2010,8,1,46,108,12,0,15,37,137
07.07.2010,7,3,72,102,19,2,21,21,103
06.07.2010,5,2,53,102,17,0,19,28,150
04.07.2010,5,10,40,43,14,0,20,80,81
01.07.2010,10,2,54,96,12,1,11,30,193
30.06.2010,1,0,50,119,15,1,16,37,167
29.06.2010,2,4,56,123,26,1,33,21,146
28.06.2010,5,7,62,146,10,0,13,30,163
27.06.2010,8,0,36,74,11,1,0,53,88
26.06.2010,10,8,42,87,14,2,17,45,0
25.06.2010,6,6,73,109,16,0,18,45,177
24.06.2010,4,3,58,105,21,1,23,24,152
23.06.2010,4,6,49,107,13,1,17,27,155
22.06.2010,6,1,58,108,9,0,9,36,145
21.06.2010,4,3,57,125,9,0,10,29,161
20.06.2010,4,6,46,60,11,3,15,60,110
19.06.2010,7,5,47,74,17,2,24,48,121
18.06.2010,6,4,49,99,14,2,20,32,174
17.06.2010,5,0,49,109,12,1,14,23,181
15.06.2010,5,3,70,114,9,3,12,40,158
14.06.2010,9,2,45,131,14,1,15,34,0
13.06.2010,7,4,34,70,16,0,23,50,71
12.06.2010,5,8,42,88,11,0,13,56,132
11.06.2010,6,1,65,132,17,1,17,25,193
10.06.2010,4,6,59,124,14,1,17,42,197
09.06.2010,7,5,64,115,12,0,16,93,158
08.06.2010,4,7,56,130,14,0,15,37,167
07.06.2010,8,4,74,117,15,0,16,41,169
06.06.2010,8,5,46,41,10,2,13,39,78
05.06.2010,7,4,48,78,12,0,14,48,123
04.06.2010,9,3,97,126,12,2,15,42,153
03.06.2010,4,5,37,55,3,0,3,45,52
02.06.2010,3,1,72,101,15,0,18,24,224
01.06.2010,10,4,61,110,9,1,8,26,186
31.05.2010,12,4,63,125,11,0,18,20,163
30.05.2010,9,7,50,62,15,2,20,53,107
27.05.2010,8,2,73,109,17,0,20,31,151
25.05.2010,3,4,52,115,16,2,29,30,194
24.05.2010,8,5,88,125,14,0,16,47,213
22.05.2010,8,5,58,79,10,1,16,36,123
21.05.2010,11,2,57,97,10,0,12,39,209
20.05.2010,6,4,69,105,3,0,3,25,148
19.05.2010,1,5,70,103,4,0,5,22,185
18.05.2010,5,3,61,74,9,1,13,20,211
17.05.2010,1,2,55,101,13,0,15,14,232
16.05.2010,8,3,34,40,7,1,7,37,120
15.05.2010,6,2,53,67,7,0,10,56,75
14.05.2010,7,5,67,106,8,1,11,24,234
12.05.2010,4,4,70,136,7,0,8,28,157
11.05.2010,6,2,70,119,10,1,10,30,179
10.05.2010,9,3,62,110,9,5,2,35,166
08.05.2010,8,4,53,84,15,1,19,90,111
07.05.2010,7,1,69,106,7,0,7,41,168
04.05.2010,8,3,83,108,7,1,9,41,175
02.05.2010,8,9,41,42,8,0,14,47,73
01.05.2010,4,4,32,60,13,1,15,47,85
30.04.2010,4,4,50,113,26,1,26,42,214
29.04.2010,8,1,59,116,10,1,9,23,167
28.04.2010,2,5,65,82,9,2,11,17,156
27.04.2010,5,1,62,114,11,1,13,25,146
26.04.2010,6,4,51,145,12,0,17,31,151
25.04.2010,5,8,48,53,23,0,30,45,68
21.04.2010,4,2,46,102,9,1,9,24,166
19.04.2010,7,3,45,99,16,3,20,25,143
18.04.2010,3,10,34,38,6,0,10,43,54
17.04.2010,10,4,45,64,12,0,17,51,113
16.04.2010,6,4,60,111,14,0,14,27,159
15.04.2010,8,2,52,107,14,0,14,38,157
10.04.2010,13,3,50,73,8,0,11,53,127
09.04.2010,9,5,57,111,15,3,14,33,154
08.04.2010,6,3,56,120,9,1,8,23,133
06.04.2010,9,2,91,96,7,1,9,75,130
05.04.2010,6,8,28,25,3,0,4,23,45
04.04.2010,6,8,28,25,3,0,4,23,45
03.04.2010,6,1,34,45,9,0,10,31,96
02.04.2010,8,4,58,94,7,1,10,58,162
02.04.2010,8,4,58,94,7,0,10,58,162
01.04.2010,4,4,57,128,12,1,12,35,0
30.03.2010,6,3,64,132,6,0,6,22,158
29.03.2010,7,3,85,133,6,2,5,41,182
28.03.2010,11,3,37,50,10,1,11,39,59
27.03.2010,5,3,52,87,7,0,7,53,112
26.03.2010,6,2,70,127,10,0,10,44,172
25.03.2010,12,12,66,138,15,3,16,39,152
24.03.2010,3,1,70,131,13,2,15,47,155
23.03.2010,5,3,76,115,9,0,10,42,156
22.03.2010,11,12,84,132,10,2,19,36,141
21.03.2010,7,8,63,51,9,6,8,33,76
20.03.2010,9,3,65,90,7,3,7,45,98
19.03.2010,13,3,77,133,7,0,8,43,146
18.03.2010,5,2,71,109,6,0,7,27,143
17.03.2010,5,4,57,115,9,0,13,29,193
16.03.2010,5,3,56,79,12,0,16,32,181
14.03.2010,8,10,46,39,10,0,15,29,94
13.03.2010,7,3,59,63,14,0,19,49,162
12.03.2010,8,6,52,104,10,0,10,34,214
11.03.2010,2,4,60,99,12,1,13,27,159
10.03.2010,9,3,64,121,12,1,17,33,149
09.03.2010,7,2,68,120,0,0,0,36,141
08.03.2010,10,3,68,112,12,1,12,30,175
04.03.2010,4,6,59,95,12,0,16,30,150
02.03.2010,3,6,72,109,5,0,9,29,121
01.03.2010,7,5,97,100,2,1,1,27,133
28.02.2010,7,3,52,42,15,1,21,32,88
27.02.2010,5,3,78,66,10,0,11,30,142
26.02.2010,6,2,75,115,18,0,33,31,229
25.02.2010,15,2,67,88,6,2,6,21,207
24.02.2010,6,4,57,115,8,1,10,31,191
23.02.2010,9,1,65,102,12,2,19,19,225
22.02.2010,10,3,74,99,5,1,4,10,195
21.02.2010,3,7,53,32,6,0,8,25,78
20.02.2010,5,2,76,79,8,1,13,25,138
19.02.2010,13,3,69,109,16,1,21,30,209
18.02.2010,11,3,82,87,7,1,7,25,162
17.02.2010,10,5,70,122,5,0,5,14,128
16.02.2010,12,3,54,103,8,0,15,25,213
15.02.2010,10,2,63,81,3,0,3,22,216
14.02.2010,5,4,50,42,4,0,8,24,92
13.02.2010,11,2,54,71,13,1,19,29,200
12.02.2010,12,6,59,99,11,0,17,27,204
11.02.2010,6,3,70,108,12,1,16,19,261
10.02.2010,10,4,67,97,6,3,8,18,164
09.02.2010,8,5,72,103,8,2,8,23,177
08.02.2010,9,2,84,96,2,0,3,23,191
06.02.2010,9,4,54,76,13,0,25,34,142
05.02.2010,5,2,73,104,5,0,5,48,179
04.02.2010,9,2,85,97,8,1,11,16,192
03.02.2010,8,5,68,80,11,0,12,18,321
02.02.2010,7,3,68,106,7,0,10,17,197
01.02.2010,8,4,85,118,12,1,12,28,0
31.01.2010,8,6,60,44,3,0,3,19,66
28.01.2010,4,2,53,96,18,1,19,0,244
27.01.2010,12,3,42,84,12,2,19,18,185
26.01.2010,4,2,37,89,9,0,13,9,211
25.01.2010,6,2,55,81,6,1,8,16,199
23.01.2010,6,6,47,41,5,0,6,19,134
22.01.2010,7,1,57,91,3,1,2,18,194
21.01.2010,6,0,66,100,6,0,6,16,193
20.01.2010,6,2,59,87,7,0,7,15,244
19.01.2010,5,0,49,116,5,0,5,19,186
18.01.2010,4,4,69,100,8,0,8,12,270
16.01.2010,20,0,59,63,1,0,1,27,97
15.01.2010,9,3,53,107,7,1,9,15,183
14.01.2010,3,2,70,87,6,0,7,0,163
13.01.2010,10,4,62,95,10,0,11,9,188
12.01.2010,9,5,60,110,9,0,9,16,201
11.01.2010,7,5,55,98,5,0,6,20,155
10.01.2010,10,5,33,47,5,0,5,24,119
09.01.2010,5,4,46,58,7,0,10,19,97
08.01.2010,13,6,52,85,10,0,10,21,232
06.01.2010,3,6,44,86,11,2,11,15,176
05.01.2010,3,0,58,104,5,0,7,10,105
04.01.2010,12,3,71,91,9,0,9,12,141
03.01.2010,5,2,44,28,5,0,9,11,77
01.01.2010,6,9,45,30,5,0,6,43,42
31.12.2009,0,0,,0,11,1,13,16,179
30.12.2009,12,2,58,102,9,1,12,15,167
29.12.2009,8,5,78,95,1,0,1,29,135
28.12.2009,7,5,88,96,13,0,20,23,205
27.12.2009,8,6,59,39,1,0,1,14,78
26.12.2009,4,5,48,18,4,0,4,25,56
25.12.2009,4,6,31,17,2,1,2,11,52
24.12.2009,7,3,51,53,7,0,10,20,88
23.12.2009,9,2,84,110,28,0,33,26,199
22.12.2009,5,6,50,110,25,1,30,21,202
21.12.2009,3,2,28,34,5,1,5,15,125
20.12.2009,3,2,28,34,4,0,5,15,125
19.12.2009,6,4,51,68,11,1,17,14,144
18.12.2009,7,1,49,91,8,1,9,15,186
17.12.2009,7,4,64,83,13,1,13,17,220
16.12.2009,6,4,75,117,10,0,10,21,203
15.12.2009,3,1,63,100,9,0,11,22,151
14.12.2009,5,2,65,122,10,2,10,30,192
13.12.2009,5,4,38,53,9,2,10,42,101
12.12.2009,9,5,48,84,11,1,10,37,135
11.12.2009,10,2,63,105,14,5,13,44,171
10.12.2009,13,6,65,89,7,2,5,30,157
09.12.2009,5,5,72,96,18,0,20,33,219
08.12.2009,9,3,65,99,15,0,16,46,219
07.12.2009,8,3,76,117,15,1,15,20,192
06.12.2009,9,5,57,56,10,2,12,24,123
05.12.2009,14,6,66,84,10,2,13,39,127
04.12.2009,5,5,72,94,18,1,18,0,152
03.12.2009,8,4,71,105,11,1,10,35,155
02.12.2009,15,4,62,95,18,0,19,35,142
01.12.2009,5,3,80,108,24,3,51,39,179
30.11.2009,7,5,84,122,10,0,10,27,148
25.11.2009,10,2,77,117,12,3,15,35,165
24.11.2009,6,7,64,125,26,2,28,38,164
23.11.2009,14,2,77,118,19,1,22,27,169
22.11.2009,11,4,94,56,7,0,15,29,124
21.11.2009,6,3,68,88,14,4,14,51,117
20.11.2009,9,0,69,117,12,0,12,34,185
19.11.2009,8,5,79,109,9,1,8,30,126
18.11.2009,4,0,71,91,19,1,22,35,154
17.11.2009,8,3,61,99,15,0,19,26,180
16.11.2009,6,6,61,125,8,1,7,23,162
15.11.2009,10,5,52,51,5,0,6,33,0
14.11.2009,9,2,61,88,12,1,11,46,140
13.11.2009,4,4,64,100,13,2,13,46,176
11.11.2009,12,1,50,43,12,0,19,38,96
10.11.2009,14,5,93,138,19,0,26,20,222
09.11.2009,5,3,79,106,12,1,15,0,198
08.11.2009,11,10,67,65,8,2,9,45,77
07.11.2009,7,5,65,95,18,2,21,43,158
06.11.2009,4,7,69,124,13,2,13,23,198
05.11.2009,3,1,78,105,15,3,22,20,179
04.11.2009,7,3,57,107,13,1,19,25,232
